,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
108,dementia,2019,The New York Times,Denver Broncos Ownership Dispute Clears a Hurdle in Court,Battle to Control Broncos Clears a Hurdle in Court,A Colorado judge dismissed a lawsuit that sought to remove team executives from deciding which of Pat Bowlen’s heirs will take over. The N.F.L. may make the next call.,"A Colorado state court judge has dismissed a lawsuit that sought to remove three executives who have been overseeing the Denver Broncos in recent years because the team’s former owner, Pat Bowlen, had dementia.","[{'name': 'subject', 'value': 'Football', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Arbitration, Conciliation and Mediation', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Denver Broncos', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Bowlen Wallace, Beth', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bowlen, Pat', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bowlen, Brittany', 'rank': 7, 'major': 'N'}]"
112,dementia,2019,Wirecutter,How to Pack a Go Bag for Extended Hospital Stays,,"When an ambulance came to rush Amy Goyer’s mother to the hospital one night in 2012, there wasn’t time to pack a bag. Goyer grabbed a few essentials and tailed the emergency vehicle in her car. A previous stroke had left Goyer’s mother mostly unco...","When an ambulance came to rush Amy Goyer’s mother to the hospital one night in 2012, there wasn’t time to pack a bag. Goyer grabbed a few essentials and tailed the emergency vehicle in her car. A previous stroke had left Goyer’s mother mostly uncommunicative, and her father’s dementia made it hard for him to...",[]
155,dementia,2019,The New York Times,Another Benefit to Going to Museums? You May Live Longer,Going to Museums May Be Good for Your Health,"Researchers in Britain found that people who go to museums, the theater and the opera were less likely to die in the study period than those who didn’t.","Numerous studies have shown that art and music can help soothe chronic pain, stave off symptoms of dementia and Alzheimer’s disease and accelerate brain development in young children.","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Education (K-12)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Endowment for the Arts', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Walters Art Museum', 'rank': 7, 'major': 'N'}]"
0,dementia,2020,The New York Times,"In Life, She Defied Alzheimer’s. In Death, Her Brain May Show How.",A Rare Brain’s Secrets,A woman in Colombia with a rare genetic mutation recently made the ultimate donation to science.,"MEDELLÍN, Colombia — Aliria Rosa Piedrahita de Villegas carried a rare genetic mutation that had all but guaranteed she would develop Alzheimer’s disease in her 40s. But only at age 72 did she experience the first symptoms of it. Her dementia was not terribly advanced when she died from cancer on Nov. 10, a month shy of her 78th birthday, in her daughter’s home on a hillside that overlooks the city.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Autopsies', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Piedrahita de Villegas, Aliria Rosa (1942-2020)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Lopera, Francisco', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Antioquia', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Massachusetts General Hospital', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 13, 'major': 'N'}]"
1,dementia,2020,The New York Times,Pursuing Leisure Activities May Not Protect Against Dementia,,Researchers found no association between engagement in leisure activities at age 56 and the incidence of dementia over the following 18 years.,"Some studies have suggested that older people who consistently engage in leisure activities are less likely to develop dementia than those who do not, suggesting that failure to participate in such pastimes could spur cognitive deterioration. A new study suggests another explanation: Failure to participate in leisure activities may be a consequence of dementia, not a cause.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Leisure', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 5, 'major': 'N'}]"
2,dementia,2020,The New York Times,"Dementia ‘Took Its Toll’ on Sean Connery, Wife Says","Dementia ‘Took Its Toll’ on Sean Connery, His Wife Says","The actor, who died this weekend, struggled with the debilitating condition in his final months, his wife told The Daily Mail.","Sean Connery, the actor who originated the role of James Bond, had dementia in the last few months of his life, his wife, Micheline Roquebrune, told The Daily Mail. Mr. Connery died this weekend at age 90 in the Bahamas.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bond, James (Fictional Character)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Connery, Sean', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Roquebrune, Micheline', 'rank': 6, 'major': 'N'}]"
3,dementia,2020,The New York Times,Living in Noisy Neighborhoods May Raise Your Dementia Risk,Mind: Noise May Raise Dementia Risk,"As community noise levels increased, so did the risk of Alzheimer’s disease and other forms of dementia.",Long-term exposure to noise may be linked to an increased risk for Alzheimer’s disease and other forms of dementia.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Noise', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}]"
4,dementia,2020,The New York Times,Having Dementia Doesn’t Mean You Can’t Vote,Having Dementia Doesn’t Mean You Can’t Vote,"Yes, you can help a cognitively impaired person participate in the election. But heed these two guidelines.",Edward Kozlowski often told his daughter how his father had walked across Siberia to come to America.,"[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Voter Registration and Requirements', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Disabilities', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 12, 'major': 'N'}]"
5,dementia,2020,The New York Times,"In Isolating Times, Can Robo-Pets Provide Comfort?",Robo-Pets for Comfort in Isolating Times,"As seniors find themselves cut off from loved ones during the pandemic, some are turning to automated animals for company.","When Linda Spangler asked her mother, in a video chat, what she would like as gift for her 92nd birthday, the response came promptly.","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Robots and Robotics', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Pets', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Loneliness', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-animals', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Quarantine (Life and Culture)', 'rank': 11, 'major': 'N'}]"
6,dementia,2020,The New York Times,Gale Sayers’s Balletic Runs Obscure Football’s Brutal Endings,"A Graceful Athlete, And a Brutal Reality","The Chicago Bears great was known for his effortless, slicing runs. Revealing his dementia diagnosis years after his retirement showed the toll of those dazzling performances.","It is perhaps no small irony that in 1965, the year that the Chicago Bears chose running back Gale Sayers fourth over all in the draft, George Halas, the team’s longtime owner, picked linebacker Dick Butkus one spot ahead of him. The tandem defined the team and the league for most of a decade. Both players ended up in the Pro Football Hall of Fame.","[{'name': 'subject', 'value': 'Football', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Bears', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Dorsett, Tony', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Sayers, Gale', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Buoniconti, Nick', 'rank': 8, 'major': 'N'}]"
7,dementia,2020,The New York Times,Excess Weight May Increase Your Risk of Dementia,Brain; Excess Weight and Dementia,Overweight people were about 30 percent more likely to develop dementia.,Being overweight may be linked to an increased risk for dementia.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 4, 'major': 'N'}]"
8,dementia,2020,The New York Times,Lawmakers Ask N.F.L. About Race Norms Used in Concussion Settlement,Congress Looks Into Bias Claims in Concussion Settlement,Members of Congress questioned whether the racial benchmarks used to settle dementia claims were consistent with discriminatory economic practices like redlining.,"Last week, two Black former N.F.L. players raised questions about potential racial bias in how their applications for dementia claims in the concussion settlement were evaluated. Now Congress is looking into the matter.","[{'name': 'subject', 'value': 'Race and Ethnicity', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Booker, Cory A', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Clarke, Yvette D', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Davenport, Najeh (1979- )', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Henry, Kevin (1968- )', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Waters, Maxine', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Wyden, Ron', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 16, 'major': 'N'}]"
9,dementia,2020,The New York Times,"‘Robin’s Wish’ Review: Celebrating a Life, Highlighting a Disease",Robin’s Wish,"This documentary on Robin Williams alternates between paying tribute to him and shedding light on Lewy body dementia, which was diagnosed in him after his death.","In roughly equal parts, the documentary “Robin’s Wish” strives to honor the career of the peerless actor-comedian Robin Williams and to raise awareness of Lewy body dementia, a form of progressive dementia that was diagnosed in Williams after his death from suicide in 2014.","[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Williams, Robin', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Williams, Susan Schneider', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': ""Robin's Wish (Movie)"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Norwood, Tylor', 'rank': 6, 'major': 'N'}]"
10,dementia,2020,The New York Times,Dementia on the Retreat in the U.S. and Europe,"Rates of Dementia Are in a Steady Decline in the U.S. and Europe, a Study Finds","Rates of dementia have steadily fallen over the past 25 years, a new study finds. But the disease is increasingly common in some parts of the world.","Despite the lack of effective treatments or preventive strategies, the dementia epidemic is on the wane in the United States and Europe, scientists reported on Monday.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blood Pressure', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 8, 'major': 'N'}]"
11,dementia,2020,The New York Times,Black Former N.F.L. Players Say Racial Bias Skews Concussion Payouts,Black Ex-Players See Bias in Payouts,"The players say doctors use two scales — one for Black athletes, one for white — to determine eligibility for dementia claims.","Two retired players have accused the N.F.L. of “explicitly and deliberately” discriminating against hundreds if not thousands of Black players who filed dementia-related claims in the landmark concussion settlement reached in 2013, making it harder for them to qualify for payouts worth as much as $3 million.","[{'name': 'subject', 'value': 'Black People', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Race and Ethnicity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Davenport, Najeh (1979- )', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Henry, Kevin (1968- )', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 10, 'major': 'N'}]"
12,dementia,2020,The New York Times,Gum Disease Tied to Alzheimer’s Disease Risk,Mind: Bad Gums and Dementia Risk,Severe gingivitis with tooth loss was associated with an increased risk of Alzheimer’s disease and other forms of dementia.,"Severe gum disease and tooth loss may be linked to an increased risk for developing dementia, a new study has found.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Teeth and Dentistry', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Gums (Mouth)', 'rank': 4, 'major': 'N'}]"
13,dementia,2020,The New York Times,Inflammatory Bowel Disease Tied to Increased Dementia Risk,Risk: Intestinal Illness and Dementia,Those with Crohn’s disease or ulcerative colitis had higher rates of Alzheimer’s disease and other forms of dementia.,"People with inflammatory bowel disease — either Crohn’s disease or ulcerative colitis — may be at increased risk for dementia, a new study has found.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Digestive Tract', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Crohn's Disease"", 'rank': 4, 'major': 'N'}]"
14,dementia,2020,The New York Times,"‘Amazing, Isn’t It?’ Long-Sought Blood Test for Alzheimer’s in Reach",Blood Test Is ‘Big Step Forward’ In Early Detection of Alzheimer’s ,"Scientists say such tests could be available in a few years, speeding research for treatments and providing a diagnosis for dementia patients who want to know if they have Alzheimer’s disease.","A newly developed blood test for Alzheimer’s has diagnosed the disease as accurately as methods that are far more expensive or invasive, scientists reported on Tuesday, a significant step toward a longtime goal for patients, doctors and dementia researchers. The test has the potential to make diagnosis simpler, more affordable and widely available.","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Eli Lilly and Company', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Lund University', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'University of California, San Francisco', 'rank': 12, 'major': 'N'}]"
15,dementia,2020,The New York Times,The Foods That May Lower Dementia Risk,Mind: Foods to Cut Dementia Risk,"Blueberries, strawberries and red wine were among the foods tied to a lower risk of dementia.","Eating foods high in flavonoids — a group of nutrients found in many fruits and vegetables — may lower your risk for dementia, researchers report.","[{'name': 'subject', 'value': 'Fruit', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vegetables', 'rank': 5, 'major': 'N'}]"
16,dementia,2020,The New York Times,‘Person. Woman. Man. Camera. TV.’ Didn’t Mean What Trump Hoped It Did,Repeat After Him: ‘Person. Woman. Man. Camera. TV.’,"The president said on Fox News that he had to remember those words as part of a test that he said demonstrated his mental acuity. But the test, the Montreal Cognitive Assessment, is meant to detect signs of dementia, Alzheimer’s disease or other c...",[Follow our live Trump vs Biden 2020 election updates and analysis.],"[{'name': 'persons', 'value': 'Trump, Donald J', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Intelligence and Intelligence Tests (IQ)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}]"
17,dementia,2020,The New York Times,Depression May Elevate Dementia Risk,Mind: Dementia Risk From Depression,A Swedish study found that men and women with depression were much more likely to develop dementia than their peers without depression.,"People with depression are at increased risk for dementia, researchers report, and the risk may persist for decades.","[{'name': 'subject', 'value': 'Depression (Mental)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}]"
18,dementia,2020,The New York Times,Trump Says He ‘Aced’ a Cognitive Test. What Does That Really Mean?,,"Experts say one popular test that the president might have taken is by no means definitive, or even diagnostic.","In recent interviews, President Trump has been boasting about a cognitive test that he took recently and “aced.” It’s not the first time — he made similar remarks in January 2018. But he once again has not said what test he took, or what his score was, making it difficult to know what to make of his claims.","[{'name': 'persons', 'value': 'Trump, Donald J', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-elections', 'rank': 12, 'major': 'N'}]"
19,dementia,2020,The New York Times,"Dementia Patients Aren’t in Their ‘Perfect Mind.’ Then Again, Who Is?",Better Care for Dementia Patients Begins With New Metaphors,"In “On Vanishing,” Lynn Casteel Harper argues that society needs a better approach to understand and care for people who are suffering cognitive decline.","In her 70s, Iris Murdoch began documenting the fraying of her memory in her journals. “Find difficulty in thinking and writing,” she noted. “Be brave.” She would write one more novel, “Jackson’s Dilemma,” before receiving a diagnosis of Alzheimer’s in 1997. Drafts of a letter from that year were later discovered among her papers. “My dear,” she wrote, “I am now going away for some time. I hope you will be well.” A following version was just scrawls.","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'On Vanishing: Mortality, Dementia, and What It Means to Disappear (Book)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Harper, Lynn Casteel', 'rank': 6, 'major': 'N'}]"
20,dementia,2020,The New York Times,When Dementia Meets the Coronavirus Crisis,,Disruptions in routines and the need for hands-on care are among the special challenges for dementia patients and their caregivers.,"As the coronavirus advances, it is taking a particularly harsh toll on the many who are caring for a loved one with dementia or Alzheimer’s, the most common form of dementia. According to a report by the Alzheimer’s Association, more than 16 million Americans are providing unpaid care for those with Alzheimer’s or other types of dementia. For them the virus is “really a double whammy,” said Lynn Friss Feinberg, a senior strategic policy adviser at AARP’s Public Policy Institute. “You’re worrying about your own health and that of your family member.”","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 4, 'major': 'N'}]"
21,dementia,2020,The New York Times,Stalked by the Fear That Dementia Is Stalking You,,"Testing for Alzheimer’s disease and other forms of dementia is hardly foolproof, and could even backfire.",Do I know I’m at risk for developing dementia? You bet.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Anxiety and Stress', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Living Wills and Health Care Proxies', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 13, 'major': 'N'}]"
22,dementia,2020,The New York Times,Can Hearing Aids Help Prevent Dementia?,Can Hearing Aids Help Prevent Dementia?,Research suggests that paying more attention to the “invisible disability” of hearing loss might improve our brains.,"Hearing loss has long been considered a normal, and thus acceptable, part of aging. It is common: Estimates suggest that it affects two out of three adults age 70 and older. It is also rarely treated. In the U.S., only about 14 percent of adults who have hearing loss wear hearing aids. An emerging body of research, however, suggests that diminished hearing may be a significant risk factor for Alzheimer’s disease and other forms of dementia — and that the association between hearing loss and cognitive decline potentially begins at very low levels of impairment.","[{'name': 'subject', 'value': 'Ears and Hearing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hearing Aids', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 5, 'major': 'N'}]"
23,dementia,2020,The New York Times,Eating Fish May Protect the Brain From Pollutants,"Eat: Fish, Pollution and Protection","Women with the highest levels of omega-3s, found in fish, had less brain shrinkage tied to air pollution.","Eating fish could help protect the brain against the detrimental effects of air pollution, a new study suggests.","[{'name': 'subject', 'value': 'Omega-3 Fatty Acids', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Oils and Fats', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Air Pollution', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 8, 'major': 'N'}]"
24,dementia,2020,The New York Times,Why Are TikTok Teens Listening to an Album About Dementia?,,Creepypasta meets esoterica in an ongoing meme.,"As leaves change and temperatures plummet, some TikTok teens have left behind carefree summer content for autumnal meditations on memory and mortality.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'TikTok (ByteDance)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kirby, Leyland James', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Everywhere at the End of Time (Musical Work)', 'rank': 4, 'major': 'N'}]"
