,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
65,Alzheimer,2012,The New York Times,Dementia Behind Bars,,The California Men’s Colony is using convicted killers to care for inmates who can no longer care for themselves.,The California Men’s Colony is using convicted killers to care for inmates who can no longer care for themselves.,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 3, 'major': 'N'}]"
67,Alzheimer,2012,The New York Times,A Stock’s Rise and Fall,,"Sidney Gilman, a top Alzheimer’s researcher, oversaw the trials for a drug developed by Wyeth and Elan that had the potential to help Alzheimer’s patients. Just days before publicly presenting disappointing results from the drug’s trial in 2008, D...","Sidney Gilman, a top Alzheimer’s researcher, oversaw the trials for a drug developed by Wyeth and Elan that had the potential to help Alzheimer’s patients. Just days before publicly presenting disappointing results from the drug’s trial in 2008, Dr. Gilman provided the data to Mathew Martoma, a trader affiliated with SAC Capital, prosecutors say, allowing Mr. Martoma to sell the stock and avoid big losses.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Insider Trading', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'SAC Capital Advisors', 'rank': 3, 'major': 'N'}]"
79,Alzheimer,2012,The New York Times,"Life, With Dementia","Life, With Dementia","At a California prison, prisoners doing time for murder are caring for inmates with Alzheimer’s disease and other dementia.","SAN LUIS OBISPO, Calif. — Secel Montgomery Sr. stabbed a woman in the stomach, chest and throat so fiercely that he lost count of the wounds he inflicted. In the nearly 25 years he has been serving a life sentence, he has gotten into fights, threatened a prison official and been caught with marijuana. ","[{'name': 'subject', 'value': 'Series', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': ""California Men's Colony at the California Dept of Corrections and Rehabilitation"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 6, 'major': 'N'}]"
81,Alzheimer,2012,The New York Times,The Lioness in Winter,,“The Iron Lady” does not sidestep Margaret Thatcher’s dementia.,"Even if I hadn’t been a worshipful fan of Meryl Streep since 1978, even if she hadn’t won yet another Oscar nomination for playing Margaret Thatcher, I would’ve gone to see “The Iron Lady.” The ways in which popular culture portrays aging these days seem worth paying attention to.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Streep, Meryl', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Thatcher, Margaret H', 'rank': 4, 'major': 'N'}]"
84,Alzheimer,2012,The New York Times,"Memory, in All Its Elusiveness and Ability to Shock","Memory, in All Its Elusiveness and Ability to Shock","“Flight” is a play about memory, what it can reveal, and the difficulty of clinging to what remains of it.","Were it just another weak and underwritten play, “Flight” might be easy to dismiss. Yet because it trafficks in unearned emotions by exploiting the Holocaust, Alzheimer’s disease and dementia, the story treads close to being objectionable as well as ineffective. ","[{'name': 'organizations', 'value': 'DR2 Theatre', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Walker, Jonathan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wallerstein, Michel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Tucci, Maria', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Lillis, Padraic', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 7, 'major': 'N'}]"
99,Alzheimer,2012,The New York Times,Personal Health: Lifelines for People With Hearing Loss,,"This “hidden” disability, currently untreated in about 85 percent of those affected, may be the nation’s most damaging sensory handicap.","Hearing loss, a disability currently untreated in about 85 percent of those affected, may be the nation’s most damaging and costly sensory handicap. It is a hidden disability, often not obvious to others or even to those who have it.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Disabilities', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ears and Hearing', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Hearing Aids', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}]"
106,Alzheimer,2012,The New York Times,"Dementia, From the Inside",,A new film attempts to see life through the eyes of someone with Alzheimer’s disease.,"Scott Kirschenbaum’s new film, “You’re Looking at Me Like I Live Here and I Don’t,” was supposed to be scripted and cast — a coherent story with a beginning, a middle and an end. Then he found his unlikely star: Lee Gorewitz, 78, who lives in dementia unit at Reutlinger Community for Jewish Living in Danville, Calif. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}]"
177,Alzheimer,2012,The New York Times,The Usual High Expectations Mingle With Uncertainty,Usual High Expectations Mingle With Uncertainty for Lady Vols,"With the legendary coach Pat Summitt dealing with early onset dementia, Tennessee has to face its usual expectations as well as the question of whether this will be Summitt’s last season.","KNOXVILLE, Tenn. — Pat Summitt plays games and puzzles on her iPad to help her remain alert. Her sense of humor remains acute, along with her ambition to win a ninth national championship. But anyone who has been around her can sense inevitable changes seven months after Summitt revealed that she had symptoms of early onset Alzheimer’s disease.","[{'name': 'organizations', 'value': 'University of Tennessee', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Summitt, Pat', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Tennessee-Martin University', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'NCAA Basketball Championships (Women)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball (College)', 'rank': 7, 'major': 'N'}]"
306,Alzheimer,2012,The New York Times,The Challenges of a Dementia Patient,The Challenges of a Dementia Patient,Readers offer suggestions and personal stories about caring for someone with dementia., To the Editor:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 4, 'major': 'N'}]"
0,Alzheimer,2013,The New York Times,Vitamin E Slows Decline of Some Alzheimer’s Patients in Study,,"High doses of vitamin E may help people with Alzheimer’s disease maintain the ability to perform routine daily tasks, a new study finds, even though it does not slow cognitive decline.","Updated, 6:17 p.m. | ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamin E', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamins', 'rank': 5, 'major': 'N'}]"
1,Alzheimer,2013,The New York Times,Alzheimer’s Anxiety,Alzheimer’s Anxiety,"Alzheimer’s disease is scary, but that’s no reason to waste money on a test that really doesn’t help.","PHILADELPHIA — ALMOST every day I worry about whether my parents have Alzheimer’s. My dad is 86 and my mother is about to turn 80. Just because of their age they are at high risk for the disease, and I constantly wonder if their forgetfulness is “normal” or a sign of the worst.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Emanuel, Ezekiel J', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Eli Lilly and Company', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 7, 'major': 'N'}]"
6,Alzheimer,2013,The New York Times,"Advice About Assisted Living for Aging Relatives, Part 1",,"Debra Drelich, a specialist in geriatric care,  answers questions about the types of facilities for assisted living, age guidelines, licensure  and “aging gracefully in place.”","Readers have sent more than 100  questions and suggestions to Debra Drelich, a specialist in geriatric care, about assisted living and other special living arrangements for aging relatives.","[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement Communities and Assisted Living', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Baby Boomers', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Group Homes', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 8, 'major': 'N'}]"
8,Alzheimer,2013,The New York Times,"Evolution’s Big Bang Revisited, A New Science Video Series, Finding Alzheimer’s Before It Takes Hold",,A new theory to explain the Cambrian explosion; “Science Take” brings you cool science videos straight from the lab; a new tack in the fight against dementia — treat it long before it appears.,A new theory to explain the Cambrian explosion; “Science Take” brings you cool science videos straight from the lab; a new tack in the fight against dementia — treat it long before it appears.,"[{'name': 'subject', 'value': 'Science and Technology', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]"
14,Alzheimer,2013,The New York Times,Online Lessons in Dementia Management,,Professors at Johns Hopkins University plan to offer an online course in coping with dementia.,"Recently, someone dear to me received the diagnosis of dementia, and I’ve been grappling with the frustrations of helping her adapt.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}]"
18,Alzheimer,2013,The New York Times,High Blood Sugar Linked to Dementia,,HIgh blood glucose levels are tied to an increased risk of Alzheimer’s disease and vascular dementia in a new study.,"People with diabetes face an increased risk of Alzheimer’s disease and other forms of dementia, a connection scientists and physicians have worried about for years. They still can’t explain it.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Diabetes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}]"
20,Alzheimer,2013,The New York Times,‘Still Mine’ Adds to Movies on Aging,,A spate of excellent movies about aging may reflect filmmakers’ dawning recognition of the way this global demographic shift affects all our lives.,"“She has her good days and her bad days, that’s all,” Craig Morrison, who is in his late 80s, testily tells his son. It’s an intensely self-sufficient man’s warning to back off, a we-don’t-need-anyone’s-help declaration that will sound familiar to many readers here.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 4, 'major': 'N'}]"
21,Alzheimer,2013,The New York Times,Anemia Tied to Dementia Risk,,A large study finds further evidence that anemia — a common condition in the elderly — increases the risk for dementia.,A large study has found further evidence that anemia — a deficiency of red blood cells and a common condition in the elderly — increases the risk for dementia.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ANEMIA', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}]"
23,Alzheimer,2013,The New York Times,Concerns About Dementia Screening,Focus on Dementia Screening,"A push for early detection and treatment, even in the absence of cognitive symptoms, of the amyloid plaques that indicate a risk for Alzheimer’s and other dementias has some researchers worried.","Marie Theriault started having trouble with her hands more than three years ago. She was the director of a day care center, but suddenly she couldn’t change diapers or tie shoelaces. She started dropping things.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 4, 'major': 'N'}]"
27,Alzheimer,2013,The New York Times,Drugs for Early-Stage Alzheimer’s,Drugs for Early-Stage Alzheimer’s,A proposal to ease testing requirements is seductive but raises concerns about safety.,"The Food and Drug Administration has proposed lowering the bar for approving drugs to treat people at the earliest stages of Alzheimer’s disease, before they have developed any serious impairment or overt dementia. The goal is commendable — to find ways to prevent or slow the progression of this terrible disease before it can rob people of their mental capacities. But the proposal raises troubling questions as to whether the agency would end up approving drugs that provide little or no clinical benefit yet cause harmful side effects in people who take the medications for extended periods.","[{'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 5, 'major': 'N'}]"
29,Alzheimer,2013,The New York Times,Confronting the Specter of Alzheimer’s,Confronting the Specter of Alzheimer’s,Readers respond to a Sunday Review article by Dr. Ezekiel J. Emanuel.,To the Editor:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Emanuel, Ezekiel J', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 4, 'major': 'N'}]"
30,Alzheimer,2013,The New York Times,Dementia’s Signs May Come Early,Dementia’s Signs May Come Early,Doctors are starting to pay more attention to patients who say they are experiencing cognitive problems but do not yet show a measurable decline.,The man complained of memory problems but seemed perfectly normal. No specialist he visited detected any decline.,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Belluck, Pam', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute on Aging', 'rank': 5, 'major': 'N'}]"
32,Alzheimer,2013,The New York Times,Debate Over Brain Scans and Alzheimer’s,,An expert panel convened by the Centers for Medicare and Medicaid Services concluded that data supporting use of PET scans to diagnose Alzheimer’s was weak.,Should brain scans for older adults with suspected Alzheimer’s disease be covered by Medicare?,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}]"
33,Alzheimer,2013,The New York Times,"Dementia Rate Is Found to Drop Sharply, as Forecast",Dementia Rate Is Found to Drop Sharply With Better Health and Education,Two new studies out of Europe have confirmed what researchers had long suspected: rates would fall and mental acuity improve as populations grew healthier and better educated.,"A new study has found that dementia rates among people 65 and older in England and Wales have plummeted by 25 percent over the past two decades, to 6.2 percent from 8.3 percent, a trend that researchers say is probably occurring across developed countries and that could have major social and economic implications for families and societies.","[{'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Lancet, The (Journal)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Cambridge Institute of Public Health', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Christensen, Kaare', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Brayne, Carol', 'rank': 9, 'major': 'N'}]"
36,Alzheimer,2013,The New York Times,When Aggression Follows Dementia,,Violent behavior often leads families to place people with dementia in care facilities.,"For more than five years, Phyllis Edelstein managed to care for her husband Richard in their Long Island home as his dementia slowly progressed. She felt fortunate to have found, and to be able to pay for, a live-in couple to help her.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}]"
37,Alzheimer,2013,The New York Times,Two Blogs Worth Reading,,"Two doctors, one now a patient, write about impending dementia and end-of-life care.","This week, let me pass along some of the more absorbing blogs and Web sites I’ve come across recently, other corners of the online world where people are talking about aging and caregiving from very different perspectives.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}]"
38,Alzheimer,2013,The New York Times,A Farewell to the Dying,A Farewell to the Dying,A reader laments that she did not have the chance to say goodbye before her husband’s death.,To the Editor:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 3, 'major': 'N'}]"
39,Alzheimer,2013,The New York Times,Empathy Without Boundaries,,People with Alzheimer’s disease or mild cognitive impairment may be more susceptible to emotional cues from those around them.,"Jean McFee Raichle, 94, is a remarkably cheerful woman. She lives in an assisted living center in Seattle staffed by aides who are warm and nurturing. She exists in the moment, mostly untroubled by her Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Emotions', 'rank': 4, 'major': 'N'}]"
41,Alzheimer,2013,The New York Times,Does Depression Contribute to Dementia?,,A new study adds to evidence of a link between late-life depression and dementia.,"A large body of research has linked late-life depression to social isolation, poorer health and an increased risk of death. Now, a new study finds that depression is associated with subsequent vascular dementia and Alzheimer’s disease, conditions poised to expand dramatically with the aging population.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]"
43,Alzheimer,2013,The New York Times,"A Dementia Omen, or Normal Aging?","A Dementia Omen, or Normal Aging?",Readers react to studies indicating that subtle cognitive complaints may foretell the future.,To the Editor:,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}]"
44,Alzheimer,2013,The New York Times,Key to Fighting Alzheimer’s Costs: New Drugs,Key to Fighting Alzheimer’s Costs: New Drugs,The Alzheimer’s Drug Discovery Foundation and the National Center on Addiction and Substance Abuse at Columbia University respond to a front-page article.,To the Editor: ,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}]"
45,Alzheimer,2013,The New York Times,Ask Well: Exercises to Prevent Dementia?,,What kind of exercise should I do in addition to cardio to maintain brain health and ward off dementia? The Phys Ed columnist Gretchen Reynolds responds to readers’ questions.,Question:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Weight Lifting', 'rank': 6, 'major': 'N'}]"
46,Alzheimer,2013,The New York Times,"For the Elderly, Diseases That Overlap",,Most residents in assisted-living centers suffer from multiple ailments.,Most residents in assisted-living centers suffer from multiple ailments.,"[{'name': 'subject', 'value': 'Nursing Homes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}]"
48,Alzheimer,2013,The New York Times,"After the Diagnosis, the Get-Togethers",,"This spring, the Alzheimer’s Association plans to launch ‘social engagement’ groups nationwide for people with early-stage dementia.","Three years ago, Kennard Lehmann walked out of a neurologist’s office in Sacramento, Calif., newly diagnosed with early-stage Alzheimer’s disease, a prescription in hand and absolutely no idea where to turn for help.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': ""ALZHEIMER'S ASSN"", 'rank': 5, 'major': 'N'}]"
49,Alzheimer,2013,The New York Times,"A Singular Life, an All Too Common End",,Dementia doesn’t respect public stature or intellectual accomplishments.,"The long list of roles Margaret Thatcher played during her 87 years — potent politician, free-market evangelist, labor antagonist, dominant global leader — includes the one she never publicly discussed: person with dementia.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}]"
50,Alzheimer,2013,The New York Times,Night Watch,,Alzheimer’s and dementia patients at the Hebrew Home at Riverdale receive much-needed stimulation and a chance to socialize.,Alzheimer’s and dementia patients at the Hebrew Home at Riverdale receive much-needed stimulation and a chance to socialize.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Bronx (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]"
64,Alzheimer,2013,The New York Times,Gardening Advice for Aging Bodies and Minds,,"Patty Cassidy, a horticultural therapist, will answer readers’ questions about gardening in your later years.","This week’s Ask an Expert features Patty Cassidy, who will answer questions on how to use outdoor spaces and gardens to improve health and well-being, and what to do when the physical challenges of aging or mental challenges such as dementia and Alzheimer’s come into play.","[{'name': 'subject', 'value': 'Baby Boomers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Gardens and Gardening', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]"
68,Alzheimer,2013,The New York Times,In Performance: Leslie Kritzer of ‘The Memory Show’,,"The actress, accompanied by Katherine Cherbas on cello, sings “Me and My Mother” from Sara Cooper and Zach Redler’s musical.","In the musical “The Memory Show,” Leslie Kritzer plays a woman, identified simply as Daughter, who has moved home to take care of her aging mother, who is in the early stages of Alzheimer’s disease. In the song “Me and My Mother,” Daughter has just witnessed her mother’s first major episode of dementia. The show, with a book and lyrics by Sara Cooper and music by Zach Redler, continues through Saturday at the Duke on 42nd Street.","[{'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kritzer, Leslie', 'rank': 3, 'major': 'N'}]"
1,Alzheimer,2014,The New York Times,"Dementia, but Prettier",,"Julianne Moore gives a wonderful performance in “Still Alice,” but the film skirts the truth about dementia.",Do casting directors insist on remarkable cheekbones when they’re lining up actors to play characters with dementia?,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Moore, Julianne', 'rank': 6, 'major': 'N'}]"
11,Alzheimer,2014,The New York Times,Is It Really Dementia?,,"A number of conditions cause dementia-like symptoms, and doctors may have trouble diagnosing them. Still, the odds usually are low that an elderly family member can be made cognitively normal.",Maybe it’s something else.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}]"
