abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,slideshow_credits,subsection_name,query_consulta
"NEW YORK — The test, the counselor said, had come back positive.",https://www.nytimes.com/2007/03/18/world/americas/18iht-gene.4946780.html,,"NEW YORK — The test, the counselor said, had come back positive.",International Herald Tribune,[],[],2007-03-18T05:00:00+0000,article,IHT News,World,News,nyt://article/621c5fc1-4841-556b-98df-b05029ad0570,1212,nyt://article/621c5fc1-4841-556b-98df-b05029ad0570,A young woman's DNA test points to a grim destiny,,,A young woman's DNA test points to a grim destiny,,,,By Amy Harmon,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Harmon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Americas,dementia
Older Americans are increasingly turning to video games for recreation.,https://www.nytimes.com/2007/03/30/arts/30seni.html,Older Americans are increasingly turning to video games for recreation.,"CHATAWA, Miss. — For 133 years the School Sisters of Notre Dame have lived here in a thick forest just up the hill from the Tangipahoa River. In a modest but stately compound called St. Mary of the Pines, 52 retired members of this Roman Catholic order spend much of their time as the order’s members have since the 19th century. They read and garden, fish and sew. They pray five times a day.",The New York Times,[],"[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Computer and Video Games', 'rank': 2, 'major': 'N'}]",2007-03-30T04:00:00+0000,article,National,Arts,News,nyt://article/fdc9e194-25ce-54a3-91cb-cc1555ec32f9,1228,nyt://article/fdc9e194-25ce-54a3-91cb-cc1555ec32f9,Video Games Conquer Retirees,,,Another World Conquered by Video Games: Retirees,,,,By Seth Schiesel,"[{'firstname': 'Seth', 'middlename': None, 'lastname': 'Schiesel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,24,,,dementia
"Sherwin Nuland, the author of “How We Die,” has advice on aging well.",https://www.nytimes.com/2007/03/04/books/review/Epstein.t.html,"Sherwin Nuland, the author of “How We Die,” has advice on aging well.","Is there an art of aging? Or is there merely aging, a condition over which one hasn’t all that much control and in which one is hostage to one’s genetic inheritance and financial resources, and dependent on friends and family members to help ease the way into old age and thence as gently as possible into that blasted good night? ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/04/books/epst450.jpg', 'height': 450, 'width': 402, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/04/books/epst190.jpg', 'height': 213, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/04/books/epst75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/04/books/epst75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Nuland, Sherwin B', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 4, 'major': 'N'}]",2007-03-04T05:00:00+0000,article,BookReview,Books,Review,nyt://article/5f0b46ab-683e-52c6-b78b-58b0921d03a5,1350,nyt://article/5f0b46ab-683e-52c6-b78b-58b0921d03a5,Good Old Days Sara Fanelli,,,Good Old Days Sara Fanelli,,,,By Joseph Epstein,"[{'firstname': 'Joseph', 'middlename': None, 'lastname': 'Epstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Book Review,dementia
"New poetry collections from Kate Northrop, David Trinidad, W. G. Sebald, Cathy Song and Paul Guest.",https://www.nytimes.com/2007/12/30/books/review/McHenry-t.html,"New poetry collections from Kate Northrop, David Trinidad, W. G. Sebald, Cathy Song and Paul Guest.","THINGS ARE DISAPPEARING HERE Poems. By Kate Northrop. (Braziller/Persea, paper, $14.) ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/25/books/mchen450.jpg', 'height': 450, 'width': 535, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/25/books/mche190.jpg', 'height': 160, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'persons', 'value': 'Sebald, W G', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Poetry and Poets', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}]",2007-12-30T05:00:00+0000,article,BookReview,Books,Review,nyt://article/25c20455-eae7-5ce7-94d9-c70aab8a2176,1377,nyt://article/25c20455-eae7-5ce7-94d9-c70aab8a2176,Poetry Chronicle,,,Poetry Chronicle,,,,Reviews by Eric McHenry,"[{'firstname': 'Reviews', 'middlename': 'Eric', 'lastname': 'McHenry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,7,14,,Book Review,dementia
"The defense in a writer’s trial for a bizarre sexual assault will make use of the burgeoning field of “neurolaw,” which holds that there is a biological basis for behavior.",https://www.nytimes.com/2007/04/30/nyregion/30fake.html,"The defense in a writer’s trial for a bizarre sexual assault will make use of the burgeoning field of “neurolaw,” which holds that there is a biological basis for behavior.","He was a media columnist for Women’s Wear Daily who built a reputation on his writing about the counterculture of the 1960s and ’70s. He got attention for his odd dress, a self-consciously nerdy, retro look that reminded some people of Austin Powers. His prose was dense, sarcastic, with intellectual overtones. ",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/30/nyregion/190-fake.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Braunstein, Peter', 'rank': 3, 'major': 'N'}]",2007-04-30T04:00:00+0000,article,Metro,New York,News,nyt://article/5b6471b5-9451-5526-9d51-f24efa36dc91,1287,nyt://article/5b6471b5-9451-5526-9d51-f24efa36dc91,"Disease Drove Sex Attack, Defense Says",,,"Disease Drove Sex Attack, Defense Says",,,,By Anemona Hartocollis,"[{'firstname': 'Anemona', 'middlename': None, 'lastname': 'Hartocollis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,1,,,dementia
"MILWAUKEE — An unprecedented study of sex and seniors in the United States finds that many older people are surprisingly frisky - willing to do, and talk about, intimate acts that would make their grandchildren blush.",https://www.nytimes.com/2007/08/22/health/22iht-22sex.7216942.html,,"MILWAUKEE — An unprecedented study of sex and seniors in the United States finds that many older people are surprisingly frisky - willing to do, and talk about, intimate acts that would make their grandchildren blush.",International Herald Tribune,[],[],2007-08-22T05:00:00+0000,article,IHT News,Health,News,nyt://article/b14938ff-df4a-5282-a806-0b939a95e716,1188,nyt://article/b14938ff-df4a-5282-a806-0b939a95e716,Sex and the seniors: Survey shows many elderly people remain frisky,,,Sex and the seniors: Survey shows many elderly people remain frisky,,,,By Marilynn Marchione,"[{'firstname': 'Marilynn', 'middlename': None, 'lastname': 'Marchione', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"CHATAWA, Mississippi — For 133 years the School Sisters of Notre Dame have lived here in a thick forest just up the hill from the Tangipahoa River. In a modest but stately compound called St. Mary of the Pines, 52 retired members of this Roman Catholic order spend much of their time as the order's members have since the 19th century. They read and garden, fish and sew. They pray five times a day.",https://www.nytimes.com/2007/03/30/world/americas/30iht-web-0330games.5082255.html,,"CHATAWA, Mississippi — For 133 years the School Sisters of Notre Dame have lived here in a thick forest just up the hill from the Tangipahoa River. In a modest but stately compound called St. Mary of the Pines, 52 retired members of this Roman Catholic order spend much of their time as the order's members have since the 19th century. They read and garden, fish and sew. They pray five times a day.",International Herald Tribune,[],[],2007-03-30T05:00:00+0000,article,IHT News,World,News,nyt://article/bf492484-ed63-582d-b440-26364242507d,1200,nyt://article/bf492484-ed63-582d-b440-26364242507d,Retirees discover video games,,,Retirees discover video games,,,,By Seth Schiesel,"[{'firstname': 'Seth', 'middlename': None, 'lastname': 'Schiesel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Americas,dementia
"CHATAWA, Mississippi — For 133 years, the School Sisters of Notre Dame have lived here in a thick forest just up the hill from the Tangipahoa River. In a modest but stately compound called St. Mary of the Pines, 52 retired members of this Roman Catholic order spend much of their time as the order's members have since the 19th century. They read and garden, fish and sew. They pray five times a day.",https://www.nytimes.com/2007/03/30/technology/30iht-games.1.5084639.html,,"CHATAWA, Mississippi — For 133 years, the School Sisters of Notre Dame have lived here in a thick forest just up the hill from the Tangipahoa River. In a modest but stately compound called St. Mary of the Pines, 52 retired members of this Roman Catholic order spend much of their time as the order's members have since the 19th century. They read and garden, fish and sew. They pray five times a day.",International Herald Tribune,[],[],2007-03-30T05:00:00+0000,article,IHT News,Technology,News,nyt://article/4b7226bb-4e3b-5627-b2d5-96672e95c316,1200,nyt://article/4b7226bb-4e3b-5627-b2d5-96672e95c316,A graying audience discovers video games,,,A graying audience discovers video games,,,,By Seth Schiesel,"[{'firstname': 'Seth', 'middlename': None, 'lastname': 'Schiesel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Elizabeth H. Blackburn studies aging and biochemical changes in cells that are related to the diseases of old age and may have a shot at the Nobel Prize in Medicine.,https://www.nytimes.com/2007/07/03/science/03conv.html,Elizabeth H. Blackburn studies aging and biochemical changes in cells that are related to the diseases of old age and may have a shot at the Nobel Prize in Medicine.,"When Time magazine named Elizabeth H. Blackburn, a cell biologist, one of this year’s “100 Most Influential People in the World,” it listed her age as 44. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/03/science/03conv.large1.jpg', 'height': 450, 'width': 312, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/03/science/03conv.1901.jpg', 'height': 274, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/03/science/03conv.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/07/03/science/03conv.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Biology and Biochemistry', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 4, 'major': 'N'}]",2007-07-03T04:00:00+0000,article,Science,Science,Interview,nyt://article/6ec8a821-7185-5d84-9f75-115a82bc74fb,1319,nyt://article/6ec8a821-7185-5d84-9f75-115a82bc74fb,Finding Clues to Aging in the Fraying Tips of Chromosomes,A Conversation With Elizabeth H. Blackburn,,Finding Clues to Aging in the Fraying Tips of Chromosomes,,,,By Claudia Dreifus,"[{'firstname': 'Claudia', 'middlename': None, 'lastname': 'Dreifus', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F,2,,,dementia
The Art Of Aging  A Doctor's Prescription for Well-Being. By Sherwin B. Nuland. 302 pages. $24.95. Random House.,https://www.nytimes.com/2007/02/28/arts/28iht-idbriefs3A.4750568.html,,The Art Of Aging  A Doctor's Prescription for Well-Being. By Sherwin B. Nuland. 302 pages. $24.95. Random House.,International Herald Tribune,[],[],2007-03-02T05:00:00+0000,article,IHT News,Arts,News,nyt://article/e7813b7b-e85d-5418-8e3e-7ec654e1b12e,1347,nyt://article/e7813b7b-e85d-5418-8e3e-7ec654e1b12e,Review: The Art Of Aging,,,Review: The Art Of Aging,,,,By Joseph Epstein,"[{'firstname': 'Joseph', 'middlename': None, 'lastname': 'Epstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Clinical depression among former players is correlated with the number of concussions they had, a study found.",https://www.nytimes.com/2007/05/31/sports/football/31concussions.html,"Clinical depression among former players is correlated with the number of concussions they had, a study found.","The rate of diagnosed clinical depression among retired National Football League players is strongly correlated with the number of concussions they sustained, according to a study to be published today.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/31/sports/21concussions.2.190.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'persons', 'value': 'Goodell, Roger', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Waters, Andre', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 5, 'major': 'N'}]",2007-05-31T04:00:00+0000,article,Sports,Sports,News,nyt://article/e5684f90-6af1-5663-b1aa-6821a5b6f607,1387,nyt://article/e5684f90-6af1-5663-b1aa-6821a5b6f607,Concussions Tied to Depression in Ex-N.F.L. Players,,,Study of Ex-N.F.L. Players Ties Concussion to Depression Risk,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Pro Football,dementia
"NEW YORK — The test, the counselor said, had come back positive.",https://www.nytimes.com/2007/03/18/health/18iht-gene.4943605.html,,"NEW YORK — The test, the counselor said, had come back positive.",International Herald Tribune,[],[],2007-03-18T05:00:00+0000,article,IHT News,Health,News,nyt://article/4c981539-4652-5994-9113-3230eada6edf,1323,nyt://article/4c981539-4652-5994-9113-3230eada6edf,A young woman's DNA test points to an inevitably grim fate,,,A young woman's DNA test points to an inevitably grim fate,,,,By Amy Harmon,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Harmon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Many long-term-care policyholders say that years of premiums have resulted in only excuses about why insurers will not pay.,https://www.nytimes.com/2007/03/26/business/26care.html,Many long-term-care policyholders say that years of premiums have resulted in only excuses about why insurers will not pay.,"CONRAD, Mont. — Mary Rose Derks was a 65-year-old widow in 1990, when she began preparing for the day she could no longer care for herself. Every month, out of her grocery fund, she scrimped together about $100 for an insurance policy that promised to pay eventually for a room in an assisted living home. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care.600.sub.jpg', 'height': 320, 'width': 600, 'legacy': {'xlarge': 'images/2007/03/25/us/26care.600.sub.jpg', 'xlargewidth': 600, 'xlargeheight': 320}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care.600.sub.jpg', 'height': 320, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care.395.jpg', 'height': 240, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/25/us/26care-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Suits and Litigation', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Conseco, Incorporated', 'rank': 5, 'major': 'N'}]",2007-03-26T04:00:00+0000,article,Business,Business Day,News,nyt://article/c95ad5d3-575f-59f8-ada9-3343e91100c4,2984,nyt://article/c95ad5d3-575f-59f8-ada9-3343e91100c4,"Aged, Frail and Denied Care by Their Insurers",,,"Aged, Frail and Denied Care by Their Insurers",,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,,dementia
"CONRAD, Montana — Mary Rose Derks was a 65-year-old widow in 1990, when she began preparing for the day she could no longer care for herself. Every month, out of her grocery fund, she scrimped together about $100 for an insurance policy that promised to pay eventually for a room in an assisted living home.",https://www.nytimes.com/2007/03/26/business/worldbusiness/26iht-web-0329insure.5026156.html,,"CONRAD, Montana — Mary Rose Derks was a 65-year-old widow in 1990, when she began preparing for the day she could no longer care for herself. Every month, out of her grocery fund, she scrimped together about $100 for an insurance policy that promised to pay eventually for a room in an assisted living home.",International Herald Tribune,[],[],2007-03-26T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/eab6dfe5-586a-5a67-91c6-4da900b1afe6,2854,nyt://article/eab6dfe5-586a-5a67-91c6-4da900b1afe6,"Aged, frail and denied care by their insurers",,,"Aged, frail and denied care by their insurers",,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,International Business,dementia
"Virtually every large drug maker is working to develop Alzheimer’s drugs, seeking to improve treatment and possibly snare a big  financial payoff.",https://www.nytimes.com/2007/06/10/business/yourmoney/10alz.html,"Virtually every large drug maker is working to develop Alzheimer’s drugs, seeking to improve treatment and possibly snare a big  financial payoff.","IN the book “Mrs. Frisby and the Rats of NIMH,” a group of lab rats acquire human intelligence through a genetic experiment. Every child recognizes the charming tale as pure fantasy, yet something similar is occurring at a major pharmaceuticals company, Wyeth, where rodents tested in its labs have, indeed, taken on some features of the human brain. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/600-alz-ca2.jpg', 'height': 340, 'width': 600, 'legacy': {'xlarge': 'images/2007/06/10/business/600-alz-ca2.jpg', 'xlargewidth': 600, 'xlargeheight': 340}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/600-alz-ca2.jpg', 'height': 340, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/395-alz-ca2.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/10/business/75-alz.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/06/10/business/75-alz.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Wyeth', 'rank': 6, 'major': 'N'}]",2007-06-10T04:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/6bccce9e-84fc-5862-bd73-0cf9d4117111,3334,nyt://article/6bccce9e-84fc-5862-bd73-0cf9d4117111,Taking On Alzheimer’s,,,Taking On Alzheimer’s,,,,By Stephanie Saul,"[{'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BU,1,,Your Money,dementia
"Youth Without Youth,"" Francis Ford Coppola's first film in 10 years, is about Dominic Matei, an elderly Romanian professor of linguistics who, after being struck by lightning, becomes young again. Though Matei, played by Tim Roth, retains a septuagenarian's memories and experiences, his body, restored to 30-year-old fighting trim, is mysteriously immune to the effects of time.",https://www.nytimes.com/2007/09/10/arts/10iht-09scot.7446184.html,,"Youth Without Youth,"" Francis Ford Coppola's first film in 10 years, is about Dominic Matei, an elderly Romanian professor of linguistics who, after being struck by lightning, becomes young again. Though Matei, played by Tim Roth, retains a septuagenarian's memories and experiences, his body, restored to 30-year-old fighting trim, is mysteriously immune to the effects of time.",International Herald Tribune,[],[],2007-09-10T05:00:00+0000,article,IHT News,Arts,News,nyt://article/859b9ac8-3275-5cd0-b9fb-35e989fecae8,1543,nyt://article/859b9ac8-3275-5cd0-b9fb-35e989fecae8,Francis Ford Coppola and 'Youth Without Youth': A new career in filmmaking,,,Francis Ford Coppola and 'Youth Without Youth': A new career in filmmaking,,,,By A. O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"At 73, Larry King continues to be the most highly rated host on CNN’s schedule.",https://www.nytimes.com/2007/04/05/arts/television/05king.html,"At 73, Larry King continues to be the most highly rated host on CNN’s schedule.","BEVERLY HILLS, Calif. — The procedure that Larry King underwent in mid-March to flush a blocked major artery — which put him at heightened risk of a stroke — also caused a few flutters among his bosses at CNN. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/05/arts/king1650.jpg', 'height': 434, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/05/arts/king1190.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/05/arts/king1390.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/05/arts/king175.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/04/05/arts/king175.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'King, Larry', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Cable News Network', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cable Television', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 5, 'major': 'N'}]",2007-04-05T04:00:00+0000,article,Culture,Arts,News,nyt://article/aafc9b5b-fe90-5490-8615-736dd031ac73,1539,nyt://article/aafc9b5b-fe90-5490-8615-736dd031ac73,Who’s Talking About Retirement?,,,Who’s Talking About Retirement?,,,,By Jacques Steinberg,"[{'firstname': 'Jacques', 'middlename': None, 'lastname': 'Steinberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,E,1,,Television,dementia
"ONOMICHI, Japan — In the prison's brightly lighted workroom here, 47 inmates sat behind long tables and quietly performed their chores.",https://www.nytimes.com/2007/11/03/world/asia/03iht-03japan.8173214.html,,"ONOMICHI, Japan — In the prison's brightly lighted workroom here, 47 inmates sat behind long tables and quietly performed their chores.",International Herald Tribune,[],[],2007-11-03T05:00:00+0000,article,IHT News,World,News,nyt://article/70d7c206-4276-5a23-a94b-ec6e3434936a,1536,nyt://article/70d7c206-4276-5a23-a94b-ec6e3434936a,"As Japan ages, prisons adapt to going gray",,,"As Japan ages, prisons adapt to going gray",,,,By Norimitsu Onishi,"[{'firstname': 'Norimitsu', 'middlename': None, 'lastname': 'Onishi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Asia Pacific,dementia
"They swab the cheeks of strangers and pluck hairs from corpses. They travel hundreds of miles to entice their suspects with an old photograph, or sometimes a free drink. Cooperation is preferred, but not necessarily required to achieve their ends.",https://www.nytimes.com/2007/04/02/world/americas/02iht-web-0402dna.5109284.html,,"They swab the cheeks of strangers and pluck hairs from corpses. They travel hundreds of miles to entice their suspects with an old photograph, or sometimes a free drink. Cooperation is preferred, but not necessarily required to achieve their ends.",International Herald Tribune,[],[],2007-04-02T05:00:00+0000,article,IHT News,World,News,nyt://article/2a34220b-172d-5485-9cb4-063700185a7f,1510,nyt://article/2a34220b-172d-5485-9cb4-063700185a7f,Stalking strangers' DNA to fill in the family tree,,,Stalking strangers' DNA to fill in the family tree,,,,By Amy Harmon,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Harmon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Americas,dementia
"ONOMICHI, Japan — In the prison's brightly lit workroom here, 47 inmates sat behind long tables and quietly performed their chores.",https://www.nytimes.com/2007/11/02/world/asia/02iht-japan.1.8161091.html,,"ONOMICHI, Japan — In the prison's brightly lit workroom here, 47 inmates sat behind long tables and quietly performed their chores.",International Herald Tribune,[],[],2007-11-02T05:00:00+0000,article,IHT News,World,News,nyt://article/0669b044-0d78-506f-b42e-0d5519c8289d,1404,nyt://article/0669b044-0d78-506f-b42e-0d5519c8289d,Elderly inmates find amenities in Japan's prisons,,,Elderly inmates find amenities in Japan's prisons,,,,By Norimitsu Onishi,"[{'firstname': 'Norimitsu', 'middlename': None, 'lastname': 'Onishi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Asia Pacific,dementia
