abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"Prescription bottles bearing catchy brand names are being pushed aside by cheaper, tongue-twisting generics.",https://www.nytimes.com/2007/08/08/business/08generic.html,"Prescription bottles bearing catchy brand names are being pushed aside by cheaper, tongue-twisting generics.",A quiet coup is taking place in American medicine cabinets. Prescription bottles bearing catchy brand names like Zoloft and Flonase are being pushed aside by tongue-twisting generics like sertraline and fluticasone propionate.,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/08/business/08generic-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2007/08/08/business/08generic-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/08/business/08generic-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/08/business/08generic-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/08/business/08generic-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Teva Pharmaceutical Industries Limited', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Mylan Laboratories Incorporated', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson Inc', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Medco Health Solutions Inc', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Generic and Brand Name Products', 'rank': 6, 'major': 'N'}]",2007-08-08T04:00:00+0000,article,Business,Business Day,News,nyt://article/f6218af4-7b8b-55b2-a16a-04999e755bed,1279,nyt://article/f6218af4-7b8b-55b2-a16a-04999e755bed,More Generics Slow Rise in Drug Prices,,,"More Generics Come to Market, Slowing the Surge in Drug Prices",,,,By Stephanie Saul,"[{'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
The Art Of Aging  A Doctor's Prescription for Well-Being. By Sherwin B. Nuland. 302 pages. $24.95. Random House.,https://www.nytimes.com/2007/02/28/arts/28iht-idbriefs3A.4750568.html,,The Art Of Aging  A Doctor's Prescription for Well-Being. By Sherwin B. Nuland. 302 pages. $24.95. Random House.,International Herald Tribune,[],[],2007-03-02T05:00:00+0000,article,IHT News,Arts,News,nyt://article/e7813b7b-e85d-5418-8e3e-7ec654e1b12e,1347,nyt://article/e7813b7b-e85d-5418-8e3e-7ec654e1b12e,Review: The Art Of Aging,,,Review: The Art Of Aging,,,,By Joseph Epstein,"[{'firstname': 'Joseph', 'middlename': None, 'lastname': 'Epstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"One Day University gives students a chance to hear lectures from four top universities without homework, tests or an admissions process that goes beyond writing a check.",https://www.nytimes.com/2007/07/06/arts/06univ.html,"One Day University gives students a chance to hear lectures from four top universities without homework, tests or an admissions process that goes beyond writing a check.","STEVEN SCHRAGIS got the idea for One Day University about three years ago when he was visiting his daughter, a freshman at Bard College. There were about 600 to 700 parents there, Mr. Schragis said, and they were all thinking the same thing: “I wish I were going to college instead of paying for college.”",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/06/arts/06univ600.1.jpg', 'height': 300, 'width': 600, 'legacy': {'xlarge': 'images/2007/07/06/arts/06univ600.1.jpg', 'xlargewidth': 600, 'xlargeheight': 300}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/06/arts/06univ600.1.jpg', 'height': 300, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/06/arts/06univ75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/07/06/arts/06univ75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Education and Schools', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 3, 'major': 'N'}]",2007-07-06T04:00:00+0000,article,Weekend,Arts,News,nyt://article/d643f184-6b91-576e-a8f3-a610120aeb56,1310,nyt://article/d643f184-6b91-576e-a8f3-a610120aeb56,College Is Quicker (1 Day) the Second Time Around,,,College Is Quicker (1 Day) the Second Time Around,,,,By Patricia Cohen,"[{'firstname': 'Patricia', 'middlename': None, 'lastname': 'Cohen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,E,29,,Alzheimer
Some lawmakers argue that pet projects for their home districts are the purest expression of self-government.,https://www.nytimes.com/2007/01/22/nyregion/22pork.html,Some lawmakers argue that pet projects for their home districts are the purest expression of self-government.,"ALBANY, Jan. 21 — To some people, member items — the grants that lawmakers award, with little debate and much secrecy, to community groups and pet projects back in their home districts — symbolize the worst of New York’s political culture. Member items have gone to fix the roof of a hunting club near Albany, help finance a pro-wrestling hall of fame in Schenectady and, most infamously, open a cheese museum in the city of Rome. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/22/nyregion/600_pork.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/01/22/nyregion/600_pork.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/22/nyregion/600_pork.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/01/22/nyregion/75_pork.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/01/22/nyregion/75_pork.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Budgets and Budgeting', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bruno, Joseph L', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Cuomo, Andrew M', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Silver, Sheldon', 'rank': 6, 'major': 'N'}]",2007-01-22T05:00:00+0000,article,Metro,New York,News,nyt://article/00244934-cfcd-5327-8eb5-08c62f53485d,1351,nyt://article/00244934-cfcd-5327-8eb5-08c62f53485d,"To Critics, It’s Just Pork; Others See Democracy",,,"To Critics, It’s Just Pork; Others See Democracy",,,,By Nicholas Confessore,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Confessore', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,1,,Alzheimer
"A veterans’ hospital in Pittsburgh has significantly reduced the number of patients who develop deadly drug-resistant infections, long a problem in the U.S.",https://www.nytimes.com/2007/07/27/us/27infect.html,"A veterans’ hospital in Pittsburgh has significantly reduced the number of patients who develop deadly drug-resistant infections, long a problem in the U.S.","PITTSBURGH — At a veterans’ hospital here, nurses swab the nasal passages of every arriving patient to test them for drug-resistant bacteria. Those found positive are housed in isolation rooms behind red painted lines that warn workers not to approach without wearing gowns and gloves. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/27/us/27infect-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2007/07/27/us/27infect-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/27/us/27infect-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/27/us/27infect-395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/27/us/27infect-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/07/27/us/27infect-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Hospitals', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bacteria', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Pittsburgh (Pa)', 'rank': 4, 'major': 'N'}]",2007-07-27T04:00:00+0000,article,National,U.S.,News,nyt://article/563dbe65-2bfe-51be-bd2e-ae47011d1525,1396,nyt://article/563dbe65-2bfe-51be-bd2e-ae47011d1525,"Swabs in Hand, Hospital Cuts Deadly Infections",,,"Swabs in Hand, Hospital Cuts Deadly Infections",,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
The best of escapist summer reading isn’t really a matter of geography. It takes you anywhere it wants to go.,https://www.nytimes.com/2007/06/01/books/01summ.html,The best of escapist summer reading isn’t really a matter of geography. It takes you anywhere it wants to go.,"If a computer were programmed to create summer reading, it might outdo Hilma Wolitzer’s new novel. Maybe. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/01/arts/01summ.jpg', 'height': 450, 'width': 600, 'legacy': {'xlarge': 'images/2007/06/01/arts/01summ.jpg', 'xlargewidth': 600, 'xlargeheight': 450}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/01/arts/01summ.jpg', 'height': 450, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/01/arts/01summ190.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/01/arts/01summ75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/06/01/arts/01summ75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Berg, Elizabeth', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Leonard, Elmore', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Geist, Bill', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Deford, Frank', 'rank': 5, 'major': 'N'}]",2007-06-01T04:00:00+0000,article,Weekend,Books,News,nyt://article/f3b373fa-4601-5080-8fea-bce4aa848285,1383,nyt://article/f3b373fa-4601-5080-8fea-bce4aa848285,Where the Beach Books Are,,,Where the Beach Books Are,,,,By Janet Maslin,"[{'firstname': 'Janet', 'middlename': None, 'lastname': 'Maslin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,E,25,,Alzheimer
"PITTSBURGH — At a veterans' hospital here, nurses swab the nasal passages of every arriving patient to test them for drug-resistant bacteria. Those found positive are housed in isolation rooms behind red painted lines that warn workers not to approach without wearing gowns and gloves.",https://www.nytimes.com/2007/07/27/health/27iht-27infect.6868131.html,,"PITTSBURGH — At a veterans' hospital here, nurses swab the nasal passages of every arriving patient to test them for drug-resistant bacteria. Those found positive are housed in isolation rooms behind red painted lines that warn workers not to approach without wearing gowns and gloves.",International Herald Tribune,[],[],2007-07-27T05:00:00+0000,article,IHT News,Health,News,nyt://article/ea52f917-38c6-50cc-9fdc-510b09bfaf5a,1352,nyt://article/ea52f917-38c6-50cc-9fdc-510b09bfaf5a,"Swabs in hand, hospital cuts deadly infections",,,"Swabs in hand, hospital cuts deadly infections",,,,By Kevin Sack,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"As commercial labs make strides, what about patient protections?",https://www.nytimes.com/2007/02/18/business/yourmoney/18reframe.html,"As commercial labs make strides, what about patient protections?"," A GROWING industry is hoping to spin gold from DNA’s double helixes by using ultrasensitive genetic tests to personalize medical treatment for cancer, lupus and other diseases. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/17/business/18REFRAME.600.jpg', 'height': 275, 'width': 600, 'legacy': {'xlarge': 'images/2007/02/17/business/18REFRAME.600.jpg', 'xlargewidth': 600, 'xlargeheight': 275}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/17/business/18REFRAME.600.jpg', 'height': 275, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/17/business/18REFRAME.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/02/17/business/18REFRAME.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Laboratories and Scientific Equipment', 'rank': 3, 'major': 'N'}]",2007-02-18T05:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/2ad384e2-2de7-54ef-b8eb-b75bdd94c40e,1432,nyt://article/2ad384e2-2de7-54ef-b8eb-b75bdd94c40e,"Genetic Tests Offer Promise, but Raise Questions, Too",Re: Framing,,"Genetic Tests Offer Promise, but Raise Questions, Too",,,,By Denise Caruso,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Caruso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BU,5,Your Money,Alzheimer
Many long-term-care policyholders say that years of premiums have resulted in only excuses about why insurers will not pay.,https://www.nytimes.com/2007/03/26/business/26care.html,Many long-term-care policyholders say that years of premiums have resulted in only excuses about why insurers will not pay.,"CONRAD, Mont. — Mary Rose Derks was a 65-year-old widow in 1990, when she began preparing for the day she could no longer care for herself. Every month, out of her grocery fund, she scrimped together about $100 for an insurance policy that promised to pay eventually for a room in an assisted living home. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care.600.sub.jpg', 'height': 320, 'width': 600, 'legacy': {'xlarge': 'images/2007/03/25/us/26care.600.sub.jpg', 'xlargewidth': 600, 'xlargeheight': 320}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care.600.sub.jpg', 'height': 320, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care.395.jpg', 'height': 240, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/25/us/26care-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/25/us/26care-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Suits and Litigation', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Conseco, Incorporated', 'rank': 5, 'major': 'N'}]",2007-03-26T04:00:00+0000,article,Business,Business Day,News,nyt://article/c95ad5d3-575f-59f8-ada9-3343e91100c4,2984,nyt://article/c95ad5d3-575f-59f8-ada9-3343e91100c4,"Aged, Frail and Denied Care by Their Insurers",,,"Aged, Frail and Denied Care by Their Insurers",,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
"CONRAD, Montana — Mary Rose Derks was a 65-year-old widow in 1990, when she began preparing for the day she could no longer care for herself. Every month, out of her grocery fund, she scrimped together about $100 for an insurance policy that promised to pay eventually for a room in an assisted living home.",https://www.nytimes.com/2007/03/26/business/worldbusiness/26iht-web-0329insure.5026156.html,,"CONRAD, Montana — Mary Rose Derks was a 65-year-old widow in 1990, when she began preparing for the day she could no longer care for herself. Every month, out of her grocery fund, she scrimped together about $100 for an insurance policy that promised to pay eventually for a room in an assisted living home.",International Herald Tribune,[],[],2007-03-26T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/eab6dfe5-586a-5a67-91c6-4da900b1afe6,2854,nyt://article/eab6dfe5-586a-5a67-91c6-4da900b1afe6,"Aged, frail and denied care by their insurers",,,"Aged, frail and denied care by their insurers",,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,International Business,Alzheimer
"Large companies are selling vast databases of personal information to thieves, despite evidence their services are used for fraud.",https://www.nytimes.com/2007/05/20/business/20tele.html,"Large companies are selling vast databases of personal information to thieves, despite evidence their services are used for fraud.","The thieves operated from small offices in Toronto and hangar-size rooms in India. Every night, working from lists of names and phone numbers, they called World War II veterans, retired schoolteachers and thousands of other elderly Americans and posed as government and insurance workers updating their files. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/19/business/20tele.1.600.jpg', 'height': 304, 'width': 600, 'legacy': {'xlarge': 'images/2007/05/19/business/20tele.1.600.jpg', 'xlargewidth': 600, 'xlargeheight': 304}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/19/business/20tele.1.600.jpg', 'height': 304, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/19/business/20tele.1.395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]","[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Wachovia Corp', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Advertising and Marketing', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'infoUSA Incorporated', 'rank': 5, 'major': 'N'}]",2007-05-20T04:00:00+0000,article,Business,Business Day,News,nyt://article/383a74b6-2669-5165-b832-8162500b35ad,2881,nyt://article/383a74b6-2669-5165-b832-8162500b35ad,"Bilking the Elderly, With a Corporate Assist",,,"Bilking the Elderly, With a Corporate Assist",,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
"The betrayal of the body, decrepitude and death: in 2007 an unprecedented number of serious films, along with the usual slasher movies, contemplated the end of life.",https://www.nytimes.com/2007/12/23/movies/23hold.html,"The betrayal of the body, decrepitude and death: in 2007 an unprecedented number of serious films, along with the usual slasher movies, contemplated the end of life.","THE betrayal of the body, decrepitude and death: in 2007 an unprecedented number of serious films, along with the usual slasher movies, contemplated the end of life. Might they be a collective baby-boom response to looming senescence and a fraying social safety net? Or do they reflect an uneasy sense that humanity is facing end times, when global warming, terrorism, nuclear proliferation and the war in Iraq, or any combination thereof, could bring on doomsday? ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/23/arts/23hold600.jpg', 'height': 358, 'width': 600, 'legacy': {'xlarge': 'images/2007/12/23/arts/23hold600.jpg', 'xlargewidth': 600, 'xlargeheight': 358}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/23/arts/23hold600.jpg', 'height': 358, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/23/arts/23hold395.1.jpg', 'height': 269, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/23/arts/23hold75.1a.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/23/arts/23hold75.1a.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Holden, Stephen', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 2, 'major': 'N'}]",2007-12-23T05:00:00+0000,article,Arts&Leisure,Movies,News,nyt://article/e92facf4-5700-506b-94c4-a01071edc5cf,1485,nyt://article/e92facf4-5700-506b-94c4-a01071edc5cf,Films That Look Death in the Eye,Film,,Films That Look Death in the Eye,,,,By Stephen Holden,"[{'firstname': 'Stephen', 'middlename': None, 'lastname': 'Holden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,2,11,,Alzheimer
"Her clients, all of them men, pay monthly fees of $4,000 to $10,000 to have her be their personal decider in nearly all things lifestyle-related.",https://www.nytimes.com/2007/11/08/fashion/08storr.html,"Her clients, all of them men, pay monthly fees of $4,000 to $10,000 to have her be their personal decider in nearly all things lifestyle-related.","ON a warm autumn afternoon, Allison Storr was giving Brad Peik, a San Francisco real estate investor, a crash course on the Chelsea art world. “The gallery scene can be a little intimidating,” Ms. Storr said as she took him on a tour of galleries that was intended as a primer for cocktail party chatter, not collecting. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/fashion/08storr600.1.jpg', 'height': 300, 'width': 600, 'legacy': {'xlarge': 'images/2007/11/08/fashion/08storr600.1.jpg', 'xlargewidth': 600, 'xlargeheight': 300}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/fashion/08storr600.1.jpg', 'height': 300, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/fashion/08storr75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/08/fashion/08storr75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Parties (Social)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Interior Design', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Friendship', 'rank': 3, 'major': 'N'}]",2007-11-08T05:00:00+0000,article,Styles,Fashion & Style,News,nyt://article/1ba049bc-8eb3-5da5-a9ee-69ac1dfbb176,1375,nyt://article/1ba049bc-8eb3-5da5-a9ee-69ac1dfbb176,Need a Life? She’ll Arrange One,,,Need a Life? She’ll Arrange One,,,,By Deborah Schoeneman,"[{'firstname': 'Deborah', 'middlename': None, 'lastname': 'Schoeneman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,G,1,,Alzheimer
