abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
"Medical researchers probe beneficial effects of nicotine that were first noted in cigarette smokers, including properties that might be useful in treating Parkinson's and Alzheimer's diseases; research has risen with recent development of nicotine in nontobacco forms and with better understanding of how the chemical works in the body, particularly in the brain; smokers have been found to have half the risk of developing Parkinson's disease as those who have never smoked, and nicotine appears to interfere with the formation of beta amyloid plaque deposits in Alzheimer's patients; drawing (M)",https://www.nytimes.com/1997/01/14/science/researchers-investigate-horrors-nicotine-s-potential-benefits.html,"Medical researchers probe beneficial effects of nicotine that were first noted in cigarette smokers, including properties that might be useful in treating Parkinson's and Alzheimer's diseases; research has risen with recent development of nicotine...","IN work that sounds a little like scientific blasphemy, medical researchers have begun paying increasing attention to some beneficial effects of nicotine that were first noticed in cigarette smokers.",C,3,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nicotine', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Parkinson's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Smoking and Tobacco', 'rank': 6, 'major': 'N'}]",1997-01-14T05:00:00+0000,article,Science Desk,Science,News,nyt://article/69c638d5-debb-5b1e-9a6a-d18171d51e08,1419,nyt://article/69c638d5-debb-5b1e-9a6a-d18171d51e08,Researchers Investigate (Horrors!) Nicotine's Potential Benefits,,,Researchers Investigate (Horrors!) Nicotine's Potential Benefits,,,,By Warren E. Leary,"[{'firstname': 'Warren', 'middlename': 'E.', 'lastname': 'Leary', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"The picture book is a peculiar art form that thrives on genius, intuition, daring and a meticulous attention to its history and its various, complex components. The picture book is a picture puzzle, badly misunderstood by critics and condescended to by far too many as merely a trifle for ''the kiddies.'' Children are routinely patronized, and thus so are we who spend our creative lives entertaining them and nourishing their spirit. Given this minefield of confusions and uncertainties, when such a work turns out looking as easy as a James Marshall picture book, it says everything about the man. Marshall is the last of a long line of masters that began in the late 19th century with the pre-eminent English illustrator, Randolph Caldecott; then continued in our century with Jean de Brunhoff in France and Edward Ardizzone in England; and then via Tomi Ungerer arrived full blast in America, where the laurel wreath settled finally, splendidly, on the judicious, humane, witty and astonishingly clever head of James Marshall.

 James paid close attention to the history of his craft; he loved ''the business'' and brought to it his passion for music and literature, his sly comic timing, a delicate sense of restraint and order, and that eerie instinct for just the right touch and tone. Perhaps best of all, his work was enriched by his enormous capacity for friendship. James the perfect friend was indistinguishable from James the perfect artist. The voice, the pulse, the heart of his words and pictures were always pure, authentic Marshall. You got the whole man.",https://www.nytimes.com/1997/11/16/books/bookend-james-marshall-wicked-angel.html,"The picture book is a peculiar art form that thrives on genius, intuition, daring and a meticulous attention to its history and its various, complex components. The picture book is a picture puzzle, badly misunderstood by critics and condescended ...","The picture book is a peculiar art form that thrives on genius, intuition, daring and a meticulous attention to its history and its various, complex components. The picture book is a picture puzzle, badly misunderstood by critics and condescended to by far too many as merely a trifle for ''the kiddies.'' Children are routinely patronized, and thus so are we who spend our creative lives entertaining them and nourishing their spirit. Given this minefield of confusions and uncertainties, when such a work turns out looking as easy as a James Marshall picture book, it says everything about the man. Marshall is the last of a long line of masters that began in the late 19th century with the pre-eminent English illustrator, Randolph Caldecott; then continued in our century with Jean de Brunhoff in France and Edward Ardizzone in England; and then via Tomi Ungerer arrived full blast in America, where the laurel wreath settled finally, splendidly, on the judicious, humane, witty and astonishingly clever head of James Marshall.",7,79,The New York Times,[],[],1997-11-16T05:00:00+0000,article,Book Review Desk,Books,News,nyt://article/3ddb0f34-64c3-5f2f-b190-14be42e1f83b,1530,nyt://article/3ddb0f34-64c3-5f2f-b190-14be42e1f83b,"BOOKEND; James Marshall, Wicked Angel",,,"BOOKEND; James Marshall, Wicked Angel",,,,By Maurice Sendak,"[{'firstname': 'Maurice', 'middlename': None, 'lastname': 'Sendak', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Book Review,dementia
Article discusses mental deterioration of former boxing champion Wilfred Benitez; his family and doctors comment; photo (M),https://www.nytimes.com/1997/11/12/sports/too-many-beatings-the-boxer-s-disease-haunts-wilfred-benitez-and-his-family.html,Article discusses mental deterioration of former boxing champion Wilfred Benitez; his family and doctors comment; photo (M),"Wilfred Benitez recognized his mother right away and his brother Gregory in about a minute. Even before the nurse at the San Agustin nursing home unlocked the front gates, Wilfred saw the family car pull up to the entrance and positioned himself at the door of the rec room, where he could watch his mom approach. He was clutching his tattered Bible and smiling like a stoned Cheshire cat.",C,1,The New York Times,[],"[{'name': 'persons', 'value': 'Benitez, Wilfred', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Boxing', 'rank': 2, 'major': 'N'}]",1997-11-12T05:00:00+0000,article,Sports Desk,Sports,Biography,nyt://article/53e412f6-15f1-556f-9116-746a53a5b9e7,1578,nyt://article/53e412f6-15f1-556f-9116-746a53a5b9e7,Too Many Beatings; The Boxer's Disease Haunts Wilfred Benitez and His Family,,,Too Many Beatings; The Boxer's Disease Haunts Wilfred Benitez and His Family,,,,By Evelyn Nieves,"[{'firstname': 'Evelyn', 'middlename': None, 'lastname': 'Nieves', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
" INTERNATIONAL   3-8    Attempt to Kill Defector Raises Tensions in Korea  South Korea went on alert as the police hunted for two men suspected of being North Korean agents who shot a prominent North Korean defector near Seoul. The brazen assassination attempt on Saturday, along with the defection in Beijing last week of a senior North Korean official, generated new tensions and threatened to set back efforts to arrange peace talks.   1    Albright Visits NATO Allies  Secretary of State Madeleine K. Albright began a world tour in Rome, trying to consolidate NATO's position on eastward expansion and its relations with Russia before arriving in Moscow on Thursday. Later, she flew to Bonn and was scheduled to arrive today in Paris, where she will try to smooth over ties that became strained after a series of disagreements last year.   4",https://www.nytimes.com/1997/02/17/nyregion/news-summary-668028.html,,INTERNATIONAL 3-8,1,2,The New York Times,[],[],1997-02-17T05:00:00+0000,article,Metropolitan Desk,New York,Summary,nyt://article/c6f1dac5-ec30-5a5e-8e39-48555c41967d,1702,nyt://article/c6f1dac5-ec30-5a5e-8e39-48555c41967d,NEWS SUMMARY,,,NEWS SUMMARY,,,,,[],,,dementia
"Increasing number of Americans joining ranks of 'the old' are posing dilemma for their children, for whom prospect of taking car keys from those too old to drive represents step toward dependency and poignant reversal of roles; experts say suburbanized America is not ready to cope with population that can no longer take to highway, citing lack of adequate mass transit for rising numbers of those who can no longer drive or must limit driving; problem is demonstrated most vividly in Florida, where millions have been lured to suburban retirement communities, where no public transportation exists to support them when they reach 80's and 90's and physical or cognitive impairments force many to give up cars or use them less; experts are grappling with problem of how to identify unsafe older drivers without restricting those who are not at risk; overall, older drivers who spend far less time on road than other drivers have fewer accidents; however, on basis of accidents per miles driven, they have higher rate of crashes than middle-aged drivers, with rate rising after age 75 and increasingly significantly after 85; photos (M)",https://www.nytimes.com/1997/12/15/us/an-aging-nation-ill-equipped-for-hanging-up-the-car-keys.html,"Increasing number of Americans joining ranks of 'the old' are posing dilemma for their children, for whom prospect of taking car keys from those too old to drive represents step toward dependency and poignant reversal of roles; experts say suburba...","When Herb Corwin, 73, was married in September to Lucille, a widow from his retirement community near here, the groom's cousin said in his toast that the bride had landed the most eligible bachelor in all of southwest Florida.",A,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Florida', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Roads and Traffic', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]",1997-12-15T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/3d970d42-a5fb-5239-b4a1-590faf4af68b,1825,nyt://article/3d970d42-a5fb-5239-b4a1-590faf4af68b,An Aging Nation Ill-Equipped for Hanging Up the Car Keys,,,An Aging Nation Ill-Equipped for Hanging Up the Car Keys,,,,By Sara Rimer,"[{'firstname': 'Sara', 'middlename': None, 'lastname': 'Rimer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Death of Coca-Cola's chief executive, Roberto C Goizueta, focuses fresh spotlight on how well companies handle incapacity of lionized chief; in case of severe illness of chief, company can face months--even years--of uncertainty, as ailing executive tries to hold onto corporate reins even as he diverts ever larger share of energy to trying to get well; rules of corporate governance dictate that board must step in, but that can be difficult; if there is already seasoned successor, directors must prevent that person from appearing to put personal stamp on company before it is rightfully his; question of disclosure must also be handled, and rules offer little guidance as to when shareholders should be informed that chief executive is very ill; case histories from Time Warner, Knight-Ridder and Helmsley-Spear; photos of late Steven J Ross, James K Batten and Harry B Helmsley (L)",https://www.nytimes.com/1997/10/21/business/when-death-hits-corner-office-coping-with-loss-top-executive-requires-planning.html,"Death of Coca-Cola's chief executive, Roberto C Goizueta, focuses fresh spotlight on how well companies handle incapacity of lionized chief; in case of severe illness of chief, company can face months--even years--of uncertainty, as ailing executi...","As soon as Michael H. Walsh, the Tenneco Corporation's former chief executive, began feeling ill in 1993, he told Dana G. Mead, his close friend and handpicked successor. Three months later, when his doctors suggested a biopsy, he told Dr. Peter Flawn, a senior board member. Only when the biopsy showed brain cancer did he and Mr. Mead tell the rest of the world.",D,1,The New York Times,[],"[{'name': 'organizations', 'value': 'TIME WARNER CORP', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'KNIGHT-RIDDER INC', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Coca-Cola Co', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Helmsley-Spear Inc', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Helmsley, Harry B', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Ross, Steven J', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Batten, James K', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Goizueta, Roberto C', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Executives and Management', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 10, 'major': 'N'}]",1997-10-21T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/4901872d-64aa-51e8-bc6e-54f1ce132cbd,1832,nyt://article/4901872d-64aa-51e8-bc6e-54f1ce132cbd,When Death Hits a Corner Office; Coping With Loss of a Top Executive Requires Planning,,,When Death Hits a Corner Office; Coping With Loss of a Top Executive Requires Planning,,,,By Claudia H. Deutsch,"[{'firstname': 'Claudia', 'middlename': 'H.', 'lastname': 'Deutsch', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"People who take on exhausting job of caring for dying family members at home must balance intensity of death with mundane, endless nursing chores; medical advances are helping sick to linger longer, putting further strain on care givers, majority of whom are over 65 and female; graphs; photos (L)",https://www.nytimes.com/1997/03/23/nyregion/final-days-at-home.html,"People who take on exhausting job of caring for dying family members at home must balance intensity of death with mundane, endless nursing chores; medical advances are helping sick to linger longer, putting further strain on care givers, majority ...","JOHN CLAUSE always urged his children to settle close to his Hasbrouck Heights home and, with his generosity and jokes, made them want to. Now dying of Parkinson's disease, suffering the effects of strokes and dementia, bedridden and unable to remember his wife's or daughters' names, he is still the center of the home and the focus of the family.",NJ,13,The New York Times,[],"[{'name': 'subject', 'value': 'AGED', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]",1997-03-23T05:00:00+0000,article,New Jersey Weekly Desk,New York,News,nyt://article/bbe0bf4d-9818-5b53-beea-6f0f817d4a7b,3041,nyt://article/bbe0bf4d-9818-5b53-beea-6f0f817d4a7b,"Final Days, at Home",,,"Final Days, at Home",,,,By Barbara Stewart,"[{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Stewart', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Article profiles Visitation Monastery in Bay Ridge, Brooklyn; founded in 1855, monastery is home to 19 cloistered nuns, whose median age is over 70; photos (M)",https://www.nytimes.com/1997/12/21/nyregion/the-silence.html,"Article profiles Visitation Monastery in Bay Ridge, Brooklyn; founded in 1855, monastery is home to 19 cloistered nuns, whose median age is over 70; photos (M)","''YOU have a guest,'' Sister Susan Marie said.",14,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Roman Catholic Church', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Visitation Monastery', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMPANY AND ORGANIZATION PROFILES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nuns', 'rank': 4, 'major': 'N'}]",1997-12-21T05:00:00+0000,article,The City Weekly Desk,New York,News,nyt://article/ecbd583f-38ec-53c0-99df-ef589f5408de,2872,nyt://article/ecbd583f-38ec-53c0-99df-ef589f5408de,The Silence,,,The Silence,,,,By Amy Waldman,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Waldman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Robert Kotlowitz, novelist, and his son Alex, also a writer, correspond with each other, exploring their relationship in era of aging family; photo (M)",https://www.nytimes.com/1997/03/09/magazine/getting-to-know-one-another-again-and-again.html,"Robert Kotlowitz, novelist, and his son Alex, also a writer, correspond with each other, exploring their relationship in era of aging family; photo (M)","Jan. 10, 1997Dear Alex,",6,47,The New York Times,[],"[{'name': 'persons', 'value': 'Kotlowitz, Robert', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kotlowitz, Alex', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]",1997-03-09T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/9e8b7eaa-1b5b-5eea-ae95-70057c2bca21,3443,nyt://article/9e8b7eaa-1b5b-5eea-ae95-70057c2bca21,"Getting to Know One Another, Again and Again",,,"Getting to Know One Another, Again and Again",,,,By Robert and Alex Kotlowitz,"[{'firstname': 'Robert', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Alex', 'middlename': None, 'lastname': 'Kotlowitz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,dementia
"Excerpts from briefs submitted to Supreme Court on the question of doctor-assisted suicide for the terminally ill; Court is about to hear challenges to New York's and Washington's prohibitions against doctor-assisted suicides; photos of Mary Bowen Hall, a victim of breast cancer who took her own life with Seconal (L)l",https://www.nytimes.com/1997/01/05/weekinreview/before-the-court-the-sanctity-of-life-and-of-death.html,Excerpts from briefs submitted to Supreme Court on the question of doctor-assisted suicide for the terminally ill; Court is about to hear challenges to New York's and Washington's prohibitions against doctor-assisted suicides; photos of Mary Bowen...,"IN agreeing three months ago to rule on the constitutionality of two states' prohibitions against physician-assisted suicide for the terminally ill, the Supreme Court put itself at the center of a profound national debate.",4,4,The New York Times,[],"[{'name': 'glocations', 'value': '0WASH', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': '0NYS', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': '0SUP CT', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hall, Mary Bowen', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Doctors', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'SUITS AND CLAIMS AGAINST GOVERNMENT', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 9, 'major': 'N'}]",1997-01-05T05:00:00+0000,article,Week in Review Desk,Week in Review,Text,nyt://article/0f700e38-a7a4-5019-9eac-e87ee3e9f6dc,3536,nyt://article/0f700e38-a7a4-5019-9eac-e87ee3e9f6dc,"Before the Court, the Sanctity of Life and of Death",The Nation,,"Before the Court, the Sanctity of Life and of Death",,,,By Linda Greenhouse,"[{'firstname': 'Linda', 'middlename': None, 'lastname': 'Greenhouse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Death of Lisa McPherson, 36-year-old Church of Scientology member at church facility in Clearwater, Fla, rekindles deep suspicions within retirement community, where residents have never completely overcome fear and distrust generated by organization's clandestine arrival there more than 20 years ago, special report, Distrust in Clearwater; McPherson died 17 days after her release into care of Scientologists, against medical advice, after she was found naked on street after involvement in minor traffic accident; circumstances surrounding her death have raised questions over whether it was caused by church's handling of her medical treatment, particularly its failure for philospohical reasons to provide psychiatric care; county medical examiner says McPherson was deprived of water for at least her last five to 10 days and died of blood clot brought on by severe dehydration; church officials deny responsibility; say death was accidental and accuse police of waging vendetta; incident has offered penetrating look into Scientology's relationship with its members, whose lives it completely controls; sheds light on financial demands placed by church on its members to increase contributions since it received long-sought tax-exempt status from Internal Revenue Service in 1991; critics worldwide say organizxation is nothing other than cult and money machine intended mainly to bilk faithful, who must pay large sums to undergo counseling sessions; photos (L)",https://www.nytimes.com/1997/12/01/us/distrust-clearwater-special-report-death-scientologist-heightens-suspicions.html,"Death of Lisa McPherson, 36-year-old Church of Scientology member at church facility in Clearwater, Fla, rekindles deep suspicions within retirement community, where residents have never completely overcome fear and distrust generated by organizat...","Late on a November afternoon two years ago, a 36-year-old Scientologist named Lisa McPherson was involved in a minor traffic accident. She was not injured, but she inexplicably stripped off her clothes and began to walk naked down the street. A paramedic rushed her into an ambulance and asked why she had taken off her clothes. Ms. McPherson replied: ''I wanted help. I wanted help.''",A,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Clearwater (Fla)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Church of Scientology', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'McPherson, Lisa', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Tax Deductions', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 7, 'major': 'N'}]",1997-12-01T05:00:00+0000,article,National Desk,U.S.,Special Report,nyt://article/e4a555e6-1fee-5978-91c9-420212b12fd8,3446,nyt://article/e4a555e6-1fee-5978-91c9-420212b12fd8,DISTRUST IN CLEARWATER -- A special report.; Death of a Scientologist Heightens Suspicions in a Florida Town,,,DISTRUST IN CLEARWATER -- A special report.; Death of a Scientologist Heightens Suspicions in a Florida Town,,,,By Douglas Frantz,"[{'firstname': 'Douglas', 'middlename': None, 'lastname': 'Frantz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Twenty people died at Beth Israel Medical Center from Nov 1 to Nov 11, 1995; each death was personal loss, but together cases offer glimpse of complicated decisions that arise when death nears and aversion people have to talking about such matters in advance; individual cases discussed; photo (L)",https://www.nytimes.com/1997/03/05/nyregion/chronicling-the-end-for-20-hard-choices-are-harder-when-wishes-go-unsaid.html,"Twenty people died at Beth Israel Medical Center from Nov 1 to Nov 11, 1995; each death was personal loss, but together cases offer glimpse of complicated decisions that arise when death nears and aversion people have to talking about such matters...","Twenty people died at Beth Israel Medical Center from Nov. 1 to Nov. 11, 1995. Each death was a personal loss, but together the cases offer a glimpse of the complicated decisions that arise when death nears and the aversion people have to talking about such matters in advance. Martin Isaacs was typical of many people who died in this period: he was older, he had been sick for some time he had never spoken to his family or doctor about ''end of life'' care.",B,5,The New York Times,[],"[{'name': 'organizations', 'value': 'Beth Israel Medical Center', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 2, 'major': 'N'}]",1997-03-05T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/74dab057-e622-5918-a501-70ee4ff57d16,3455,nyt://article/74dab057-e622-5918-a501-70ee4ff57d16,Chronicling the End for 20: Hard Choices Are Harder When Wishes Go Unsaid,TALKING AROUND DEATH,,Chronicling the End for 20: Hard Choices Are Harder When Wishes Go Unsaid,,,,By Esther B. Fein,"[{'firstname': 'Esther', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Ted Conover article on Lorna Kingston, one of many Caribbean immigrants who are increasingly providing home health care for aged New Yorkers, and Rose Enselman, 99, who is determined to stay independent despite increasing feebleness and delusions; focuses on loving care often provided under hard working conditions by aides like Kingston, who may be last human contact many of aged will have; photos (L)",https://www.nytimes.com/1997/11/30/magazine/the-last-best-friends-money-can-buy.html,"Ted Conover article on Lorna Kingston, one of many Caribbean immigrants who are increasingly providing home health care for aged New Yorkers, and Rose Enselman, 99, who is determined to stay independent despite increasing feebleness and delusions;...","Normally you didn't have to interview for a home health care placement -- the agency just told you where to be, and when, and a little background information on the client. But Lorna Kingston didn't mind. It would be a good job if she got it -- $150 a day for a 24-hour live-in. The client, as Nick Newcombe, who was overseeing her home care, had explained, was resisting help and had fired a succession of workers. Newcombe thought the client would feel empowered if she had a choice, and so had arranged for Lorna and two other aides to be interviewed by the woman, her nephew Howard (Buzz) Katzen and his wife.",6,124,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Enselman, Rose', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kingston, Lorna', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 8, 'major': 'N'}]",1997-11-30T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/d6183444-dcd9-586e-9bc1-790464ca95ea,7614,nyt://article/d6183444-dcd9-586e-9bc1-790464ca95ea,The Last Best Friends Money Can Buy,,,The Last Best Friends Money Can Buy,,,,By Ted Conover,"[{'firstname': 'Ted', 'middlename': None, 'lastname': 'Conover', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Letter from Daniel A Reingold, executive vice president of Hebrew Home for the Aged at Riverdale, says many senior centers will need help accommodating complex care needs of frail elders and people with Alzheimer's disease and other dementia disorders (S)",https://www.nytimes.com/1997/01/09/garden/l-special-therapy-for-elderly-094471.html,"Letter from Daniel A Reingold, executive vice president of Hebrew Home for the Aged at Riverdale, says many senior centers will need help accommodating complex care needs of frail elders and people with Alzheimer's disease and other dementia disor...",To The Home Section:,C,5,The New York Times,[],"[{'name': 'organizations', 'value': 'Hebrew Home for the Aged', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Reingold, Daniel A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 5, 'major': 'N'}]",1997-01-09T05:00:00+0000,article,Home Desk,Home & Garden,Letter,nyt://article/df547599-f3f7-532f-871a-5969ee24b4ab,156,nyt://article/df547599-f3f7-532f-871a-5969ee24b4ab,Special Therapy for Elderly,,,Special Therapy for Elderly,,,,,[],,,dementia
Pennsylvania Athletic Comr George Bochetto letter advocates mandatory headgear for boxing; maintains that virtually all risks of boxing's violence are minimized with its use,https://www.nytimes.com/1997/07/04/opinion/l-headgear-a-must-967734.html,Pennsylvania Athletic Comr George Bochetto letter advocates mandatory headgear for boxing; maintains that virtually all risks of boxing's violence are minimized with its use,To the Editor:,A,18,The New York Times,[],"[{'name': 'persons', 'value': 'Bochetto, George', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Boxing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Helmets', 'rank': 4, 'major': 'N'}]",1997-07-04T05:00:00+0000,article,Editorial Desk,Opinion,Letter,nyt://article/11f583b9-948f-5f4a-a586-c6c573872754,129,nyt://article/11f583b9-948f-5f4a-a586-c6c573872754,Headgear a Must,Tyson Has Already Apologized; What More Do We Want?,,Headgear a Must,,,,,[],,,dementia
