abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
Many caregivers learn the hard way that there are no perfect solutions.,https://newoldage.blogs.nytimes.com/2009/01/22/th-good-enough-daughter/,Many caregivers learn the hard way that there are no perfect solutions.,"Not long ago, following a reader’s suggestion, I found the Web site SilverPlanet, one of a growing number of online destinations for leading-edge Baby Boomers that offers information, blogs and resources on subjects such as health, finances and entertainment. ",,,The New York Times,[],[],2009-01-22T17:16:31+0000,article,Science,Health,,News,nyt://article/74f329e4-6fa6-5188-af82-e9544c8e6427,1119,nyt://article/74f329e4-6fa6-5188-af82-e9544c8e6427,Learning to Be Good Enough,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Many caregivers learn the hard way that there are no perfect solutions.,https://newoldage.blogs.nytimes.com/2009/01/22/blogs/22newoldage-th-good-157.html,Many caregivers learn the hard way that there are no perfect solutions.,"Not long ago, following a reader's suggestion, I found the Web site SilverPlanet, one of a growing number of online destinations for leading-edge Baby Boomers that offers information, blogs and resources on subjects such as health, finances and entertainment.   The site is a bit busy for my taste, trying to be all things to all people, but I was immediately drawn to the title of one blog: ""A Good Enough Daughter'' by Sara Myers, who has 30 years of professional experience in the field of aging at the National Adult Day Services Association and the Washington Adult Day Services Association — and about a year of personal experience as a family caregiver for her 90-year-old mother.   There is an old saying about not letting the perfect drive out the good, a notion that I think is essential to providing sensible and loving care to an aging parent and maintaining one's sanity during the process. I tell friends and colleagues who enter this parallel universe to realize that there are many different trajectories to this experience but only one endpoint.   Your mother or father, regardless of what you do or don't do, will die.   Blunt? You betcha. Unwelcome information? To many of you, I suspect so. But also liberating — permission to not let the perfect drive out the good.   As the adult child with an ailing parent, you are faced with many choices, and more often than not, you don't have a clue which is the right one. Slowly — very, very slowly — I have come to see there is rarely a ""right"" or ""wrong"" decision when the goal is not to prolong life but rather to enhance its quality. At least, there is certainly not a ""right"" or ""wrong"" medical decision.   During the years spent caring for my own mother, that realization meant I could focus my energy on being kind, consoling and attentive. I could bear witness and stop trying to fix things, could commiserate more and worry less. That would be good enough, maybe better than good enough. It would not be perfect, and that was O.K.   I contacted Ms. Myers and asked her how she had chosen the title to her blog. Below is her reply, a version of which she used to introduce herself last June. And be sure to read two of her posts, ""Aunt Babe Died: What Do I Tell My Mother?"" and ""The Sacred Cloth."" I enjoyed them and hope you will, too. ¬— Jane Gross    By Sara Myers  I am 57 years old and have two sons, ages 20 and 16, and have a fine job that I have held for almost 15 years. When my 90-year-old mother took a series of falls about a year ago while living in Phoenix, it was my job as the only daughter and ""professional in aging"" to fly to Phoenix (from my home on Bainbridge Island, Washington) and do whatever was necessary to make everything right.   My mother lived in Phoenix for over 60 years. When I arrived at her home, she made clear that she wasn't about to move or accept help. Realizing that I could not wrap her up in bubble wrap and ship her to my hometown, I took a deep breath and decided to do what I could. I visited with doctors and talked to friends and neighbors. I brought in the home care workers (against protest), ""equity loaned"" the house, and fixed and fixed and fixed. I did whatever I could do to make the situation safe, while complying with my mother's adamantly held decision to never leave her home.   Four falls, four hospitalizations, six months and 30,000 frequent flyers miles later, I made the decision: mom had to move near me. The latest fall took my mother into a nearby rehabilitation center. It was crummy at best. I guess the rehabilitation services were probably up to par, but the facility was late-60's architecture and while the staff was pleasant enough, they always seemed busy doing something other than actually taking care of a resident. I walked into my mother's room, and she said to me, ""Get me out of here. I'm ready to move to Bainbridge.""   I quickly put my geriatric case manager hat on and began to plan the move. I had plenty of work to do. I had to pack up as many of my mother's things as I could and ship them to Bainbridge and find a rehabilitation center near my home that had an opening. It was a whirlwind experience. Thank God for my friends Jo and Kathy, who helped me work out all of the details.   I thought it would be less stressful to have Mom near me. I did not exactly work out that way. I made daily visits, conducted chart reviews, talked with staff, and reported to my brothers and to my mother's 100 friends, all while working and trying to pay some attention to my family. I quickly became slightly insane.  Whatever it was I was doing revealed to My Dear Husband that I was going over the edge. My mood was unpredictable. I became demanding and emotionally needy. My Dear Husband sat me down and suggested that my recent weight gain was related to caregiving stress and that I should consider something, anything. I listened to him and realized that something had to give — and it was not going to be my health or sanity. I had to give up the idea that I could make it all right, that I could make my mother feel good about leaving Phoenix, that I could magically make her walk independently again. I decided that all I could do was be a good enough daughter — not perfect, but good enough.   My mother is on her way to her 91st birthday. Dementia is definitely part of the picture, but other than that, she's in pretty good shape. She may live for years. In the past year, I have learned that there is no such thing as a perfect caregiver or perfect daughter or perfect son. Just when we think we have a plan, just when we think we have it all figured out, everything changes: a fall, a no-show paid caregiver, an irate sister or brother, a placement option that doesn't work, or a medication that turns everything upside down. I think we should try to do the best we can, when we can. We should strive for good, sufficient, satisfactory, helpful, and healthy, or okay — never perfect. Perfect does not exit in the world of family caregiving.  ",,,The New York Times,[],[],2009-01-22T17:16:31+0000,article,None,Blogs,,Web Log,nyt://article/a0a1d8de-7ef2-5df7-ab62-2a5281b28db8,1099,nyt://article/a0a1d8de-7ef2-5df7-ab62-2a5281b28db8,Learning to Be Good Enough,The New Old Age,,Learning to Be Good Enough,,,,By JANE GROSS,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'GROSS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Ciaran O’Reilly’s inspired revival of Eugene O’Neill’s play stars a wondrous John Douglas Thompson.,https://www.nytimes.com/2009/10/19/theater/reviews/19jones.html,Ciaran O’Reilly’s inspired revival of Eugene O’Neill’s play stars a wondrous John Douglas Thompson., The fallen emperor has been returned to glory.,C,1,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/18/theater/Jones1500.jpg', 'height': 500, 'width': 546, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/18/theater/JonesX.jpg', 'height': 211, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/18/theater/Jones75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/10/18/theater/Jones75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': ""O'Reilly, Ciaran"", 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, John Douglas', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Irish Repertory Theater', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Flanagan, Bob', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': ""O'Neill, Eugene"", 'rank': 6, 'major': 'N'}]",2009-10-18T23:55:43+0000,article,Culture,Theater,,Review,nyt://article/5d282432-7066-5e0e-82cd-e333a2c36766,1213,nyt://article/5d282432-7066-5e0e-82cd-e333a2c36766,Absolutely Corrupt,Theater Review | 'The Emperor Jones',,Absolutely Corrupt,,,,By Ben Brantley,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Brantley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Paralyzed from the neck down as a result of childhood polio, Ms. Mason was one of the last handful of Americans, perhaps 30 people, who live full time in iron lungs.",https://www.nytimes.com/2009/05/10/us/10mason.html,"Paralyzed from the neck down as a result of childhood polio, Ms. Mason was one of the last handful of Americans, perhaps 30 people, who live full time in iron lungs.","Ever since the 1940s, when she was a girl in a small Southern town, Martha Mason dreamed of being a writer. But it was not till nearly half a century later, with the aid of a voice-activated computer, that she could begin setting a memoir down on paper.",A,29,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/10/us/10masonspan.jpg', 'height': 378, 'width': 600, 'legacy': {'xlarge': 'images/2009/05/10/us/10masonspan.jpg', 'xlargewidth': 600, 'xlargeheight': 378}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/10/us/10masonspan.jpg', 'height': 378, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/10/us/10mason75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/05/10/us/10mason75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Carolina', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Poliomyelitis', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Lungs', 'rank': 5, 'major': 'N'}]",2009-05-10T00:41:24+0000,article,National,U.S.,,Obituary (Obit),nyt://article/333bc7b1-3c37-5028-b494-7613c98ec421,1115,nyt://article/333bc7b1-3c37-5028-b494-7613c98ec421,"Martha Mason, Who Wrote Book About Her Decades in an Iron Lung, Dies at 71",,,"Martha Mason, 71, Who Wrote Book About Her Decades in an Iron Lung",,,,By Margalit Fox,"[{'firstname': 'Margalit', 'middlename': None, 'lastname': 'Fox', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Scot Brantley, a star linebacker when a similar knee to the head in 1979 ended his Florida career, is now 51 and has severe short-term memory loss.",https://www.nytimes.com/2009/10/09/sports/ncaafootball/09concussions.html,"Scot Brantley, a star linebacker when a similar knee to the head in 1979 ended his Florida career, is now 51 and has severe short-term memory loss.","The player looked up woozily through his face mask at University of Florida medical personnel peering through, asking if he was O.K. He wasn’t. He had sustained a concussion, a serious one  and it was going to be a very, very big deal.",B,9,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/09/sports/concussions650.jpg', 'height': 435, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/09/sports/concussions190.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/09/sports/brantley.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/10/09/sports/brantley.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Memory', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Tebow, Tim', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Florida', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 7, 'major': 'N'}]",2009-10-09T03:36:38+0000,article,Sports,Sports,College Football,News,nyt://article/cea2144c-2e17-58a0-8738-7342165d4acb,1119,nyt://article/cea2144c-2e17-58a0-8738-7342165d4acb,Ex-Gator’s Concussion Sheds Light on Tebow’s,,,Ex-Gator’s Concussion Sheds Light on Tebow’s,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Both the House and Senate health care legislation would reduce Medicare spending on home health services.,https://www.nytimes.com/2009/12/05/health/policy/05home.html,Both the House and Senate health care legislation would reduce Medicare spending on home health services.,"CARIBOU, Me.  Dozing in a big lift chair, propped up by pillows in the living room of her modest home here, Bertha G. Milliard greeted the nurse who had come to check her condition and review the medications she takes for chronic pain, heart failure, stroke and dementia.",A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/12/04/us/04cnd-home-1/articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2009/12/04/us/04cnd-home-1/articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/12/04/us/04cnd-home-1/articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/12/04/us/04cnd-home-1/articleInline.jpg', 'height': 128, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/12/04/us/04cnd-home-1/sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/12/04/us/04cnd-home-1/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/12/04/us/04cnd-home-1/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reform and Reorganization', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 5, 'major': 'N'}]",2009-12-04T19:17:01+0000,article,National,Health,Money & Policy,News,nyt://article/53b5d9b1-ec6f-580e-b4e8-3f0943107e0a,1174,nyt://article/53b5d9b1-ec6f-580e-b4e8-3f0943107e0a,Home Care Patients Worry Over Possible Cuts,,,Home-Care Patients Worried Over Cuts in Health Overhaul,,,,By Robert Pear,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Pear', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Over the last 11 summers Don Imus and his wife have welcomed nearly 1,000 children with cancer to their ranch in New Mexico for stays intended to be more work than play.",https://www.nytimes.com/2009/08/06/arts/television/06imus.html,"Over the last 11 summers Don Imus and his wife have welcomed nearly 1,000 children with cancer to their ranch in New Mexico for stays intended to be more work than play.","RIBERA, N.M.  Over the last 11 summers Don Imus and his wife, Deirdre, have welcomed nearly 1,000 children with cancer to their cattle ranch here in northern New Mexico for weeklong stays intended to be more work than play.",C,1,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/06/arts/imus.2.650.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/06/arts/imus.2.190.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/06/arts/06imus2_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/08/06/arts/06imus2_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Radio', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Imus, Don', 'rank': 2, 'major': 'N'}]",2009-08-05T22:15:38+0000,article,Culture,Arts,Television,News,nyt://article/46a9ab95-7f53-57b6-ac20-26f54d59ab4f,1215,nyt://article/46a9ab95-7f53-57b6-ac20-26f54d59ab4f,Healing Amid the Herd,,,Healing Amid The Herd,,,,By Jacques Steinberg,"[{'firstname': 'Jacques', 'middlename': None, 'lastname': 'Steinberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Contrasting images suggest contradictory sides to Nancy Garrido, the woman charged in Jaycee Dugard’s kidnapping.",https://www.nytimes.com/2009/09/06/us/06nancy.html,"Contrasting images suggest contradictory sides to Nancy Garrido, the woman charged in Jaycee Dugard’s kidnapping.","SAN FRANCISCO  Since her arrest on charges that she and her husband, Phillip, raped, kidnapped and imprisoned Jaycee Dugard, Nancy Garrido’s face has been seen only twice by the public. ",A,14,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/09/06/us/06nancy1.450.jpg', 'height': 450, 'width': 570, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/09/06/us/06nancy1.190.jpg', 'height': 150, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/09/06/us/06nancy1.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/09/06/us/06nancy1.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Garrido, Phillip', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Kidnapping', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Garrido, Nancy', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dugard, Jaycee Lee', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 5, 'major': 'N'}]",2009-09-06T00:58:45+0000,article,National,U.S.,,News,nyt://article/67444203-0dc1-51c3-83e7-c09f3be466b6,1182,nyt://article/67444203-0dc1-51c3-83e7-c09f3be466b6,Few Clues to Puzzle of Suspect in Abduction,,,Few Clues To Puzzle Of Suspect In Abduction,,,,By Jesse McKinley,"[{'firstname': 'Jesse', 'middlename': None, 'lastname': 'McKinley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"In all the discussion of health care reform, there is one issue that has received short shrift: futile treatments at or near the end of life.",https://www.nytimes.com/2009/08/18/health/18brod.html,"In all the discussion of health care reform, there is one issue that has received short shrift: futile treatments at or near the end of life.","In all the discussion of health care reform, there is one issue that has received short shrift but has the potential to save billions of dollars and untold suffering if it is effectively addressed. I’m talking about futile treatments at or near the end of life.",D,7,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/17/health/18brody-650.jpg', 'height': 500, 'width': 613, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/17/health/18brody-190.jpg', 'height': 217, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/08/17/health/18brody-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/08/17/health/18brody-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Doctors', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reform and Reorganization', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}]",2009-08-17T19:49:10+0000,article,Science,Health,,News,nyt://article/fba76adb-6b92-58e5-8609-18db7585f474,1189,nyt://article/fba76adb-6b92-58e5-8609-18db7585f474,End-of-Life Issues Need to Be Addressed,Personal Health,,One Piece of Health Reform: Avoiding ‘Bad’ Deaths,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Mr. Maw was best known for a Violin Concerto he composed for Joshua Bell and an opera based on William Styron’s “Sophie’s Choice.”,https://www.nytimes.com/2009/05/20/arts/music/20maw.html,Mr. Maw was best known for a Violin Concerto he composed for Joshua Bell and an opera based on William Styron’s “Sophie’s Choice.”,"Nicholas Maw, a British composer best known for a sumptuous Violin Concerto he composed for Joshua Bell and a powerfully emotional opera based on William Styron’s 1979 novel “Sophie’s Choice,” died on Tuesday at his home in Washington. He was 73. ",,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/20/arts/20mawlarge.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2009/05/20/arts/20mawlarge.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/20/arts/20mawlarge.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/20/arts/20maw190.jpg', 'height': 260, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/20/arts/20maw75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/05/20/arts/20maw75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Maw, Nicholas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Classical Music', 'rank': 3, 'major': 'N'}]",2009-05-19T19:16:00+0000,article,Obits,Arts,Music,Obituary (Obit),nyt://article/a20ab6da-9722-5158-8cc5-511a155e74ac,1190,nyt://article/a20ab6da-9722-5158-8cc5-511a155e74ac,"Nicholas Maw, British Composer, Dies at 73",,,,,,,By Allan Kozinn,"[{'firstname': 'Allan', 'middlename': None, 'lastname': 'Kozinn', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Two young adult histories and a graphic novel about the worst ecological disaster in American history.,https://www.nytimes.com/2009/11/08/books/review/Bruder-t.html,Two young adult histories and a graphic novel about the worst ecological disaster in American history.,"A man in rumpled clothes walks down a dirt highway. Ahead of him the ground and sky blur together in a bright haze. He has a bedroll slung on one shoulder and stoops a little from the weight. His boots are covered in dust. Turn the page: the man disappears. There’s a second photograph, twice as wide, with a road that is achingly empty. Overhead, a black cloud blots out the sky. ",BR,18,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/08/books/review/Bruder-t_CA0span/articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2009/11/08/books/review/Bruder-t_CA0span/articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/08/books/review/Bruder-t_CA0span/articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/11/08/books/review/Bruder-t_CA0span/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/11/08/books/review/Bruder-t_CA0span/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Lange, Dorothea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Great Depression (1930's)"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}]",2009-11-06T03:44:18+0000,article,BookReview,Books,Book Review,Review,nyt://article/de243318-88ae-545b-a65d-968c729410a2,1205,nyt://article/de243318-88ae-545b-a65d-968c729410a2,Blowin’ in the Wind,Children’s Books,,Blowin’ in the Wind,,,,By Jessica Bruder,"[{'firstname': 'Jessica', 'middlename': None, 'lastname': 'Bruder', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
