abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,slideshow_credits
"Other Christian leaders condemned Pat Robertson for suggesting that a man may divorce his wife if she has Alzheimer’s, while some caregivers were more understanding.",https://www.nytimes.com/2011/09/17/us/pat-robertson-remarks-on-alzheimers-stir-passions.html,"Other Christian leaders condemned Pat Robertson for suggesting that a man may divorce his wife if she has Alzheimer’s, while some caregivers were more understanding.","With his suggestion this week that a man whose wife was far “gone” with Alzheimer’s should divorce her if he wanted a new companion, the television evangelist Pat Robertson stumbled into treacherous moral terrain, setting off storms of criticism and questions about a disease that shatters lives and families. ",A,12,The New York Times,[],"[{'name': 'subject', 'value': 'Christians and Christianity', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Robertson, Pat', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Divorce, Separations and Annulments', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2011-09-16T15:39:00+0000,article,National,U.S.,,News,nyt://article/9f69f2b0-93fb-5ac7-b2f3-7f037d0a0393,901,nyt://article/9f69f2b0-93fb-5ac7-b2f3-7f037d0a0393,Robertson Stirs Passions With Suggestion to Divorce an Alzheimer’s Patient,,,Robertson Stirs Passions With Suggestion to Divorce an Alzheimer’s Patient,,,,By Erik Eckholm,"[{'firstname': 'Erik', 'middlename': None, 'lastname': 'Eckholm', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
An intriguing study suggests that aerosolized insulin may help people who are in the early stages of Alzheimer’s.,https://www.nytimes.com/2011/09/13/health/research/13alzheimers.html,An intriguing study suggests that aerosolized insulin may help people who are in the early stages of Alzheimer’s.,"A small pilot study has found preliminary evidence that squirting insulin deep into the nose where it travels to the brain might hold early Alzheimer’s disease at bay, researchers said on Monday.",D,5,The New York Times,[],"[{'name': 'subject', 'value': 'Insulin', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}]",2011-09-12T18:44:24+0000,article,Science,Health,Research,News,nyt://article/e2c97586-4c92-5725-95e4-90ccd4c6c382,697,nyt://article/e2c97586-4c92-5725-95e4-90ccd4c6c382,A Squirt of Insulin May Delay Alzheimer’s,,,A Squirt Of Insulin May Delay Alzheimer’s,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Aerosolized insulin seemed to help Alzheimer’s patients in a small pilot study, researchers said on Monday.",https://newoldage.blogs.nytimes.com/2011/09/12/scientists-pursue-an-unusual-tact-against-alzheimers-disease/,"Aerosolized insulin seemed to help Alzheimer’s patients in a small pilot study, researchers said on Monday.","A small experimental pilot study has found preliminary evidence that aerosolized insulin, squirted deep into the nose, might hold early Alzheimer’s disease at bay, The Times reported on Monday. Read the full article, “Squirts of Insulin May Delay Alzheimer’s,” and share your thoughts in the comments section. ",,,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Insulin', 'rank': 3, 'major': 'N'}]",2011-09-12T20:47:40+0000,article,,Health,,News,nyt://article/bbba4a11-03f4-5607-ba9a-628b84ae53d4,48,nyt://article/bbba4a11-03f4-5607-ba9a-628b84ae53d4,Scientists Pursue an Unusual Tactic Against Alzheimer’s,The New Old Age,,,,,,By The New York Times,[],The New York Times,Alzheimer,
"A care facility in New Jersey is home for Ron Johnson, a former Giants running back who was found to have Alzheimer’s disease in 2008.",https://www.nytimes.com/2011/09/19/sports/football/ex-giants-case-is-a-window-on-nfl-aid.html,"A care facility in New Jersey is home for Ron Johnson, a former Giants running back who was found to have Alzheimer’s disease in 2008.","Ron Johnson’s private room is large but sparse: a couch, two chairs, a flat-screen television and a computer that has been programmed to accommodate Johnson’s favorite games: chess, backgammon, poker. ",D,1,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/19/sports/rhoden/rhoden-jumbo.jpg', 'height': 1024, 'width': 612, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/19/sports/rhoden/rhoden-popup.jpg', 'height': 500, 'width': 299, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/19/sports/rhoden/rhoden-articleInline.jpg', 'height': 318, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/19/sports/rhoden/rhoden-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/09/19/sports/rhoden/rhoden-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Ronald A', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Giants', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League Players Assn', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 7, 'major': 'N'}]",2011-09-19T01:51:34+0000,article,Sports,Sports,Pro Football,News,nyt://article/d2dc8dd7-dc60-5986-9d06-65d0c612542c,1376,nyt://article/d2dc8dd7-dc60-5986-9d06-65d0c612542c,Ex-Giant’s Case Is a Window on N.F.L. Aid,Sports of The Times,,Ex-Giant’s Case Is a Window On N.F.L. Aid,,,,By William C. Rhoden,"[{'firstname': 'William', 'middlename': 'C.', 'lastname': 'Rhoden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
An evangelist sets off a furor by suggesting that it’s appropriate to divorce a spouse with dementia.,https://newoldage.blogs.nytimes.com/2011/09/16/was-pat-robertson-right/,An evangelist sets off a furor by suggesting that it’s appropriate to divorce a spouse with dementia.,The question from a viewer of “The 700 Club” had likely crossed the minds of hundreds of thousands of people experiencing the slow and inevitable loss of a spouse to Alzheimer’s disease or another dementia. Could a healthy partner justify a relationship with someone else as a demented spouse declined? ,,,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Divorce, Separations and Annulments', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 6, 'major': 'N'}]",2011-09-16T18:14:41+0000,article,,Health,,News,nyt://article/414e0e56-d585-5034-8d5f-8fc2f197a29d,466,nyt://article/414e0e56-d585-5034-8d5f-8fc2f197a29d,Was Pat Robertson Right?,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"For millions with a neurological condition called mild cognitive impairment, lapses in word-finding and name recall are often common.",https://www.nytimes.com/2011/09/06/health/06brody.html,"For millions with a neurological condition called mild cognitive impairment, lapses in word-finding and name recall are often common.",Who hasn’t struggled occasionally to come up with a desired word or the name of someone near and dear? I was still in my 40s when one day the first name of my stepmother of 30-odd years suddenly escaped me. I had to introduce her to a friend as “Mrs. Brody.” ,D,7,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-jumbo.jpg', 'height': 1024, 'width': 658, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-popup.jpg', 'height': 500, 'width': 321, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-articleInline.jpg', 'height': 296, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/06/science/06BROD/06BROD-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/09/06/science/06BROD/06BROD-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]",2011-09-05T18:31:57+0000,article,Science,Health,,News,nyt://article/c63630ac-617a-52f7-a952-6f73d5bd3853,1081,nyt://article/c63630ac-617a-52f7-a952-6f73d5bd3853,When Lapses Are Not Just Signs of Aging,Personal Health,,When Lapses Are Not Just Signs of Aging,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Tennessee thought Pat Summitt should continue coaching despite early-onset Alzheimer’s because of her experienced assistants and what she meant to the university.,https://www.nytimes.com/2011/08/31/sports/ncaabasketball/summitt-and-tennessee-to-walk-unfamiliar-road-together.html,Tennessee thought Pat Summitt should continue coaching despite early-onset Alzheimer’s because of her experienced assistants and what she meant to the university.,"Mickie DeMoss had been away from the Tennessee women’s basketball program for seven years, working as a head coach and an assistant elsewhere, when she gave in to Pat Summitt’s entreaties to come back last year as an assistant. It was a chance to go home, to return to the place she had worked for 18 years for her beloved mentor. But when DeMoss started work, she was immediately struck by changes she saw in Summitt.",B,11,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/31/sports/SUMMITT/SUMMITT-blog480.jpg', 'height': 442, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/31/sports/SUMMITT/SUMMITT-jumbo.jpg', 'height': 942, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/31/sports/SUMMITT/SUMMITT-popup.jpg', 'height': 598, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/31/sports/SUMMITT/SUMMITT-articleInline.jpg', 'height': 175, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/31/sports/SUMMITT/SUMMITT-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/08/31/sports/SUMMITT/SUMMITT-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Basketball (College)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Tennessee', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Summitt, Pat', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 7, 'major': 'N'}]",2011-08-31T00:15:51+0000,article,Sports,Sports,College Basketball,News,nyt://article/9275b4b6-d8a6-5a85-b873-ac44e95f01c2,1973,nyt://article/9275b4b6-d8a6-5a85-b873-ac44e95f01c2,Unfamiliar Path Unfolds at Tennessee,,,Unfamiliar Path Unfolds At Tennessee,,,,By Lynn Zinser,"[{'firstname': 'Lynn', 'middlename': None, 'lastname': 'Zinser', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Fellow coaches were stunned by Pat Summitt’s diagnosis of dementia but hardly surprised that the Tennessee Lady Vols coach approached it in her signature way — head-on, open, and resolute.",https://www.nytimes.com/2011/08/25/sports/ncaabasketball/pat-summitt-faces-dementia-with-fierce-determination.html,"Fellow coaches were stunned by Pat Summitt’s diagnosis of dementia but hardly surprised that the Tennessee Lady Vols coach approached it in her signature way — head-on, open, and resolute.","When Pat Summitt became head coach of the Tennessee Lady Vols in 1974, she drove the team van and began to shift gears on the long uphill climb for women’s sports.",B,10,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-jumbo.jpg', 'height': 1024, 'width': 748, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-popup.jpg', 'height': 500, 'width': 365, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-articleInline.jpg', 'height': 260, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/25/sports/SUMMITT/SUMMITT-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/08/25/sports/SUMMITT/SUMMITT-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Basketball (College)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Conradt, Jody', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Tennessee', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Title IX (Gender Discrimination Legislation)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Summitt, Pat', 'rank': 9, 'major': 'N'}]",2011-08-25T00:56:19+0000,article,Sports,Sports,College Basketball,News,nyt://article/6f6a82eb-1693-5370-8509-a6d98a9ed6d9,982,nyt://article/6f6a82eb-1693-5370-8509-a6d98a9ed6d9,A History of Fearlessness,On Basketball,,A History of Fearlessness,,,,By Jeré Longman,"[{'firstname': 'Jeré', 'middlename': None, 'lastname': 'Longman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Scientists have calculated that if people address certain risks, a significant number of Alzheimer’s cases could be prevented, with the operative word being “could.”",https://www.nytimes.com/2011/07/26/health/26alzheimer.html,"Scientists have calculated that if people address certain risks, a significant number of Alzheimer’s cases could be prevented, with the operative word being “could.”","Is there a way to prevent Alzheimer’s disease? Last week, a study presented at the Alzheimer’s Association International Conference in Paris suggested there might be, something that would give hope to millions who worry that one day they may be struggling with dementia. ",D,1,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]",2011-07-25T21:26:48+0000,article,Science,Health,,News Analysis,nyt://article/6b3fd633-9cf9-5d81-bc54-e13be89fea3c,1110,nyt://article/6b3fd633-9cf9-5d81-bc54-e13be89fea3c,Grasping for Any Way to Prevent Alzheimer’s,News Analysis,,Grasping for Any Way To Prevent Alzheimer’s,,,,By Pam Belluck,"[{'firstname': 'Pam', 'middlename': None, 'lastname': 'Belluck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
A study presented recently at the Alzheimer’s Association International Conference in Paris suggested that simple lifestyle changes might lower a person’s risk for developing dementia.,https://well.blogs.nytimes.com/2011/07/25/can-you-lower-your-risk-for-alzheimers/,A study presented recently at the Alzheimer’s Association International Conference in Paris suggested that simple lifestyle changes might lower a person’s risk for developing dementia.,A study presented recently at the Alzheimer’s Association International Conference in Paris suggested that simple lifestyle changes might lower a person’s risk for developing dementia.,,,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}]",2011-07-25T21:26:45+0000,article,,Health,,News,nyt://article/f5c3a0c7-6fff-5745-8d86-360ee27166d8,203,nyt://article/f5c3a0c7-6fff-5745-8d86-360ee27166d8,Can You Lower Your Risk for Alzheimer’s?,Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
The writers of “Rise of the Planet of the Apes” discuss the science and ethical issues behind the hit film.,https://dotearth.blogs.nytimes.com/2011/08/11/planet-of-the-hominids/,The writers of “Rise of the Planet of the Apes” discuss the science and ethical issues behind the hit film.,"6:35 p.m. | Updated Last weekend, I took my two sons, 13 and 21, to see “Rise of the Planet of the Apes,” which we thoroughly enjoyed on several levels. It’s a rousing slave revolt, an entertaining techno-thriller, a drama about a dysfunctional household (chimp included) dealing with disability and job-related stresses (in the conflicted genetic engineer played by James Franco). (Manohla Dargis liked it, too, as did my sons’ favorite critics, the team at Spill.com.",,,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biotechnology', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cruelty to Animals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics (Personal)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Genetic Engineering', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Monkeys and Apes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Dargis, Manohla', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Franco, James', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Jackson, Peter', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Wyatt, Rupert', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'People for the Ethical Treatment of Animals', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Twentieth Century Fox', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Borneo (Indonesia)', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'New Zealand', 'rank': 15, 'major': 'N'}]",2011-08-11T21:46:15+0000,article,,Opinion,,News,nyt://article/5df2ded4-8909-50c3-ae06-fe88850f436f,911,nyt://article/5df2ded4-8909-50c3-ae06-fe88850f436f,Planet of the Hominids,Dot Earth,,,,,,By Andrew C. Revkin,"[{'firstname': 'Andrew', 'middlename': 'C.', 'lastname': 'Revkin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
This haunting first novel’s deeply unreliable narrator is a former surgeon with Alzheimer’s and the prime suspect in her best friend’s murder.,https://www.nytimes.com/2011/07/17/books/review/book-review-turn-of-mind-by-alice-laplante.html,This haunting first novel’s deeply unreliable narrator is a former surgeon with Alzheimer’s and the prime suspect in her best friend’s murder.,"Unreliable narrators come in many shapes. There are madmen, mystics, seducers, naïfs — Nabokov’s Humbert Humbert, the ghost-prone governess in “The Turn of the Screw” and Poe’s self-defeating paranoiac in “The Tell-Tale Heart,” for starters. And then there is Dr. Jennifer White, who narrates Alice LaPlante’s first novel. By the time “Turn of Mind” begins, she is losing her wits to Alzheimer’s disease and is the prime suspect in her best friend’s murder. She is as unreliable as they come.",BR,9,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/17/books/review/Slutzky/Slutzky-blog480.jpg', 'height': 421, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/17/books/review/Slutzky/Slutzky-jumbo.jpg', 'height': 873, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/17/books/review/Slutzky/Slutzky-popup.jpg', 'height': 554, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/17/books/review/Slutzky/Slutzky-articleInline.jpg', 'height': 162, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/17/books/review/Slutzky/Slutzky-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/07/17/books/review/Slutzky/Slutzky-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}]",2011-07-15T15:47:03+0000,article,BookReview,Books,Book Review,Review,nyt://article/df7dcc66-d312-55ee-8dc4-b6596d550587,853,nyt://article/df7dcc66-d312-55ee-8dc4-b6596d550587,An Alzheimer’s Mystery Novel,,,Dismembered Memory,,,,By Zoë Slutzky,"[{'firstname': 'Zoë', 'middlename': None, 'lastname': 'Slutzky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
