abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,type_of_material,subsection_name,query_consulta
A particularly violent day of N.F.L. football raises the question: Where should fans draw the line between sport and spectacle?,https://www.nytimes.com/2010/10/24/weekinreview/24sokolove.html,A particularly violent day of N.F.L. football raises the question: Where should fans draw the line between sport and spectacle?,"We don’t watch sports because we think it is the very best use of the precious time we are granted in this life. The games entertain us. Distract us from our troubles. We like speed, violence, a hint of threat and danger because those elements raise the stakes and enhance the excitement.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/24/weekinreview/SOKOLcov1/SOKOLcov1-jumbo.jpg', 'height': 789, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/24/weekinreview/SOKOLcov1/SOKOLcov1-popup.jpg', 'height': 501, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/24/weekinreview/SOKOLcov1/SOKOLcov1-articleInline.jpg', 'height': 147, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/24/weekinreview/SOKOLcov1/SOKOLcov1-sfSpan.jpg', 'height': 307, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/24/weekinreview/SOKOLcov1/SOKOLcov1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/10/24/weekinreview/SOKOLcov1/SOKOLcov1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Ethics', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Helmets', 'rank': 7, 'major': 'N'}]",2010-10-23T18:57:38+0000,article,WeekInReview,Week in Review,nyt://article/a0e8c067-2b01-52b0-aa47-959c86b4c909,1488,nyt://article/a0e8c067-2b01-52b0-aa47-959c86b4c909,Should You Watch Football?,,,Should You Watch?,,,,By Michael Sokolove,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Sokolove', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,WK,1,News,,dementia
"Men develop mild cognitive impairment, often a precursor to Alzheimer’s disease, earlier and at higher rates than women, according to a new study.",https://www.nytimes.com/2010/09/14/health/research/14aging.html,"Men develop mild cognitive impairment, often a precursor to Alzheimer’s disease, earlier and at higher rates than women, according to a new study.","Men develop mild cognitive impairment, often a precursor to Alzheimer’s disease, earlier and at higher rates than women, according to a new study of almost 2,000 people in their 70s and 80s. ",The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Men and Boys', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-09-13T20:35:46+0000,article,Science,Health,nyt://article/9cf2620f-e6d5-5169-9424-216b159c4b9a,201,nyt://article/9cf2620f-e6d5-5169-9424-216b159c4b9a,"Aging: Men Face More Forgetting, and Earlier",Vital Signs,,"AGING: Men Face More Forgetting, and Earlier",,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,6,News,Research,dementia
"Though recent evidence shows two types of tests can detect Alzheimer’s early, so far nothing has been found to prevent or delay the devastating disease.",https://www.nytimes.com/2010/08/29/health/research/29prevent.html,"Though recent evidence shows two types of tests can detect Alzheimer’s early, so far nothing has been found to prevent or delay the devastating disease.","BETHESDA, Md.  The scene was a kind of science court. On trial was the question “Can anything  running on a treadmill, eating more spinach, learning Arabic  prevent Alzheimer’s disease or delay its progression?”",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-jumbo.jpg', 'height': 693, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-popup.jpg', 'height': 440, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-articleInline.jpg', 'height': 129, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/29/us/29prevent/29prevent-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/08/29/us/29prevent/29prevent-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Memory', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institutes of Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}]",2010-08-28T22:50:56+0000,article,National,Health,nyt://article/7ecbde4d-8093-56d9-8318-452351c6a14a,2027,nyt://article/7ecbde4d-8093-56d9-8318-452351c6a14a,"Years Later, No Magic Bullet Against Alzheimer’s Disease",,,"Years Later, No Magic Bullet Against Alzheimer’s",,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,News,Research,dementia
"Some experts are suggesting “comfort feeding” as an alternative to feeding tubes, which some studies suggest do not necessarily prolong survival.",https://www.nytimes.com/2010/08/03/health/03feed.html,"Some experts are suggesting “comfort feeding” as an alternative to feeding tubes, which some studies suggest do not necessarily prolong survival.","First Alzheimer’s disease stole Rosemary DeFelice’s speech, mobility and independence. Then, at 75, she lost the ability to eat. ",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/03/science/FEED/FEED-jumbo.jpg', 'height': 717, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/03/science/FEED/FEED-popup.jpg', 'height': 455, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/03/science/FEED/FEED-articleInline.jpg', 'height': 133, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/03/science/FEED/FEED-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/08/03/science/FEED/FEED-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}]",2010-08-02T20:25:35+0000,article,Science,Health,nyt://article/2e71460d-e956-50f4-a8a8-1841407ba15a,849,nyt://article/2e71460d-e956-50f4-a8a8-1841407ba15a,Feeding Dementia Patients With Dignity,,,Feeding Dementia Patients With Dignity,,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,6,News,,dementia
A new study suggests that people with depression are significantly more likely to develop dementia later in life.,https://www.nytimes.com/2010/07/20/health/research/20risk.html,A new study suggests that people with depression are significantly more likely to develop dementia later in life.,A new study suggests that people with depression are significantly more likely to develop dementia later in life.,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}]",2010-07-19T19:26:11+0000,article,Science,Health,nyt://article/e7af7a56-c0b5-54c4-81bf-865ae826bf3a,173,nyt://article/e7af7a56-c0b5-54c4-81bf-865ae826bf3a,Risks: Depression Linked to Later Dementia,Vital Signs,,RISKS: Depression Linked to Later Dementia,,,,By Roni Caryn Rabin,"[{'firstname': 'Roni', 'middlename': 'Caryn', 'lastname': 'Rabin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,6,News,Research,dementia
A weekly improvisational acting workshop is a first-of-its-kind program that seeks to improve the quality of life for people dealing with the early stages of memory loss.,https://www.nytimes.com/2010/08/08/health/08cncalzheimers.html,A weekly improvisational acting workshop is a first-of-its-kind program that seeks to improve the quality of life for people dealing with the early stages of memory loss.," Five of the six members of the Memory Ensemble were gathered in a nondescript conference room at Northwestern Memorial Hospital, ready to begin their weekly improvisational acting workshop. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/08/us/08CNCalzheimers1/08CNCalzheimers1-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2010/08/08/us/08CNCalzheimers1/08CNCalzheimers1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/08/us/08CNCalzheimers1/08CNCalzheimers1-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-08-08T00:44:47+0000,article,National,Health,nyt://article/a4ce2d22-79e9-5fb2-911a-0ebf17e1779a,857,nyt://article/a4ce2d22-79e9-5fb2-911a-0ebf17e1779a,Trying Improv as Therapy for Those With Memory Loss,Chicago News Cooperative,,Trying Improv as Therapy for Those With Memory Loss,,,,By Jessica Reaves,"[{'firstname': 'Jessica', 'middlename': None, 'lastname': 'Reaves', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,21B,News,,dementia
"Writers remember the people in their lives with Alzheimer’s, and the result is a potent, poignant book.",https://newoldage.blogs.nytimes.com/2010/04/09/poets-of-dementia/,"Writers remember the people in their lives with Alzheimer’s, and the result is a potent, poignant book.","Nearly nine years ago, the poet and essayist Holly J. Hughes’s 75-year-old mother died from Alzheimer’s disease. Her mother’s decline had been “a slow process of subtraction, as we lost her one brain cell, one synapse at a time,” Ms. Hughes writes in the preface to a new collection of poetry about this rampaging disease. “As with any grief that feels unspeakable, I turned to poetry.”",The New York Times,[],[],2010-04-09T13:00:10+0000,article,Science,Health,nyt://article/15740bad-76bd-5e06-aff4-96f723b5efbe,369,nyt://article/15740bad-76bd-5e06-aff4-96f723b5efbe,Poets of Dementia,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Ralph Wenzel, a retired football player, has dementia that his wife believes was caused by hits he sustained during his N.F.L. career. ",https://www.nytimes.com/video/sports/football/1247467536700/is-dementia-an-occupational-hazard.html,"Ralph Wenzel, a retired football player, has dementia that his wife believes was caused by hits he sustained during his N.F.L. career. ","Ralph Wenzel, a retired football player, has dementia that his wife believes was caused by hits he sustained during his N.F.L. career. ",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/05/sports/football/7987_1_nfldementia_190x126.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2010/04/05/sports/football/7987_1_nfldementia_190x126.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/video/2010/04/05/7987_1_nfldementia_75x50.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/video/2010/04/05/7987_1_nfldementia_500x281.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/05/sports/football/7987_1_nfldementia_75x75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/05/sports/football/7987_1_nfldementia_75x75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Workers'' Compensation Insurance"", 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'San Diego Chargers', 'rank': 5, 'major': 'N'}]",2010-04-05T21:32:07+0000,multimedia,Sports,Sports,nyt://video/b656ebaf-5c11-58f9-a8a1-ecf5fc025032,0,nyt://video/b656ebaf-5c11-58f9-a8a1-ecf5fc025032,Is Dementia an Occupational Hazard?,,,,,,,Shayla Harris,"[{'firstname': 'Shayla', 'middlename': None, 'lastname': 'Harris', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Video,Pro Football,dementia
A new study finds that surprising numbers of older women with severe dementia are receiving routine mammograms.,https://newoldage.blogs.nytimes.com/2010/02/15/dementia-old-age-and-mammograms/,A new study finds that surprising numbers of older women with severe dementia are receiving routine mammograms.,"I’m trying, with some difficulty, to imagine myself as a woman in her 80s, someone with such advanced cognitive impairment that I can correctly answer fewer than a third of the questions on a commonly used test. I might not know who the president is, or what day or date it is; I might not be able to remember a few nouns the test giver just recited. Asked the question, “What is the object used to cut paper?” I might not be able to come up with the word scissors.",The New York Times,[],[],2010-02-15T14:00:36+0000,article,Science,Health,nyt://article/f8fc52a6-3cb1-5370-92d2-dca400d68b02,841,nyt://article/f8fc52a6-3cb1-5370-92d2-dca400d68b02,Mammograms and Severe Dementia,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
How can society deal with the coming flood of Alzheimer’s patients?,https://roomfordebate.blogs.nytimes.com/2010/06/02/when-boomers-get-dementia/,How can society deal with the coming flood of Alzheimer’s patients?,"Updated, June 3, 1:05 p.m. | Marc E. Agronin, a geriatric psychiatrist, joins the discussion, pointing out the significant challenges to treating dementia patients.",The New York Times,[],[],2010-06-02T23:08:15+0000,article,,Opinion,nyt://article/92fecd44-64c9-5201-829d-b1ba78178e8d,217,nyt://article/92fecd44-64c9-5201-829d-b1ba78178e8d,When Boomers Get Dementia,Room for Debate,,,,,,By The Editors,[],The Editors,,,,,dementia
"A workers’ compensation claim on behalf of Ralph Wenzel, a lineman from 1966 to 1973, could be worth more than $1 million. Other players could file similar claims.",https://www.nytimes.com/2010/04/06/sports/football/06worker.html,"A workers’ compensation claim on behalf of Ralph Wenzel, a lineman from 1966 to 1973, could be worth more than $1 million. Other players could file similar claims.","VAN NUYS, Calif. — The five paper-clipped sheets that were slipped into a wire basket at the Van Nuys State Office Building looked no different from the other workers’ compensation claims filed by welders and cashiers. But this packet was different: it will almost certainly become a test case in considering National Football League teams’ liability for the dementia experienced by retired players. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/06/sports/baseball/06worker/06worker-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2010/04/06/sports/baseball/06worker/06worker-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/06/sports/baseball/06worker/06worker-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/06/sports/baseball/06worker/06worker-articleInline.jpg', 'height': 219, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/06/sports/baseball/06worker/06worker-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/06/sports/baseball/06worker/06worker-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/06/sports/baseball/06worker/06worker-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 4, 'major': 'N'}]",2010-04-05T18:22:31+0000,article,Sports,Sports,nyt://article/5c6ee94d-106e-50be-97f4-d92130a20db4,2532,nyt://article/5c6ee94d-106e-50be-97f4-d92130a20db4,Case Will Test N.F.L. Teams’ Liability in Dementia,,,Worker Safety Case on Dementia Tests N.F.L.,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,News,Pro Football,dementia
"Robert B. Schaefer, a retired F.B.I. agent, answers questions from readers about how to help dementia patients prone to wandering.",https://newoldage.blogs.nytimes.com/2010/05/04/readers-questions-dementia-and-wandering/,"Robert B. Schaefer, a retired F.B.I. agent, answers questions from readers about how to help dementia patients prone to wandering.","The correspondent Kirk Johnson reports in Tuesday’s Times that frequent searches for people with dementia or Alzheimer’s disease are fueling a need to retrain emergency workers, police and volunteers around the country. They must throw out just about every generally accepted idea when hunting for people who are, in many ways, lost from the inside out.",The New York Times,[],[],2010-05-05T00:58:38+0000,article,Science,Health,nyt://article/16d17c5a-189c-5a23-9d8e-545e9c4af9f8,1254,nyt://article/16d17c5a-189c-5a23-9d8e-545e9c4af9f8,Readers’ Questions: Dementia and Wandering,The New Old Age,,,,,,By The New York Times,[],The New York Times,,,,,dementia
A new study finds that aggressive treatment of pneumonia in severely demented patients did not improve the quality of their remaining months.,https://newoldage.blogs.nytimes.com/2010/07/23/when-pneumonia-follows-severe-dementia/,A new study finds that aggressive treatment of pneumonia in severely demented patients did not improve the quality of their remaining months.,The 323 residents living in Boston-area nursing homes had entered the final stages of dementia.,The New York Times,[],[],2010-07-23T14:17:50+0000,article,Science,Health,nyt://article/d9f4d725-9ace-5a6b-9739-a66d05db37ac,567,nyt://article/d9f4d725-9ace-5a6b-9739-a66d05db37ac,When Pneumonia Follows Severe Dementia,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Fifteen tips for elder-proofing a home for a parent with dementia.,https://newoldage.blogs.nytimes.com/2010/07/19/making-homes-safer-for-dementia-patients/,Fifteen tips for elder-proofing a home for a parent with dementia.,"Just about everyone with an older parent living alone worries about falls, and there is no shortage of suggestions for how to elder-proof a home in order to minimize trips and slips. But experts say it is also important to minimize household dangers for people with dementia and Alzheimer’s disease.",The New York Times,[],[],2010-07-19T13:00:56+0000,article,Science,Health,nyt://article/bc80981d-1cb5-53ef-928a-e2b552df0d34,397,nyt://article/bc80981d-1cb5-53ef-928a-e2b552df0d34,Making Homes Safer for Dementia Patients,The New Old Age,,,,,,By Dale Russakoff,"[{'firstname': 'Dale', 'middlename': None, 'lastname': 'Russakoff', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Sleep apnea can mimic or exacerbate symptoms of cognitive decline in the elderly.,https://newoldage.blogs.nytimes.com/2010/10/06/when-sleep-apnea-masquerades-as-dementia/,Sleep apnea can mimic or exacerbate symptoms of cognitive decline in the elderly.,"The woman who came to see Dr. Ronald Petersen, an Alzheimer’s specialist at the Mayo Clinic, was only in her 60s but complained that she was having trouble concentrating. “Her attention was waning,” Dr. Petersen recalled. “She couldn’t follow a television program or stay focused during a conversation.”",The New York Times,[],[],2010-10-06T19:44:14+0000,article,,Health,nyt://article/6938da49-d238-572e-8ddb-e9f16dd2c4f0,800,nyt://article/6938da49-d238-572e-8ddb-e9f16dd2c4f0,When Sleep Apnea Masquerades as Dementia,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Why aren’t terminal patients with advanced dementia being placed in hospice care?,https://newoldage.blogs.nytimes.com/2010/11/02/end-of-life-care-for-patients-with-advanced-dementia/,Why aren’t terminal patients with advanced dementia being placed in hospice care?,"It’s hard for physicians to determine with much precision how long anyone with a terminal disease can expect to live, but it’s particularly challenging when the disease is advanced dementia.",The New York Times,[],[],2010-11-02T16:29:08+0000,article,,Health,nyt://article/21c4ed03-5945-503c-9394-15deadafb983,947,nyt://article/21c4ed03-5945-503c-9394-15deadafb983,End-of-Life Care for Patients With Advanced Dementia,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Gay Culverhouse, a former team president, is assisting ex-players suffering from long-term head injuries.",https://www.nytimes.com/2010/01/22/sports/football/22eckwood.html,"Gay Culverhouse, a former team president, is assisting ex-players suffering from long-term head injuries.","FRANKLIN, Tenn.  The meaty right hand that once plowed footballs past oncoming linebackers cradled the pen as it negotiated the form. When it paused in confusion, another hand  all but a stranger’s  hovered in to assist.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/22/sports/22eckwood_CA2/articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {'xlarge': 'images/2010/01/22/sports/22eckwood_CA2/articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 360}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/22/sports/22eckwood_CA2/articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/22/sports/22eckwood_CA2/sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/22/sports/22eckwood_CA2/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/01/22/sports/22eckwood_CA2/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Culverhouse, Gay', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Tampa Bay Buccaneers', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Retirement', 'rank': 8, 'major': 'N'}]",2010-01-22T02:35:42+0000,article,Sports,Sports,nyt://article/65f3f861-3c71-5227-a6d0-e449cefdf8db,1219,nyt://article/65f3f861-3c71-5227-a6d0-e449cefdf8db,"Before Dementia Assistance, Help With N.F.L. Application",,,"Before Dementia Assistance, Help With N.F.L. Application",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,9,News,Pro Football,dementia
