abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"On Tuesday, a committee meets in Washington to begin putting together a national plan to fight Alzheimer’s disease. You are cordially invited.",https://newoldage.blogs.nytimes.com/2011/09/26/coming-soon-a-national-strategy-on-alzheimers/,"On Tuesday, a committee meets in Washington to begin putting together a national plan to fight Alzheimer’s disease. You are cordially invited.","People concerned about Alzheimer’s disease and its effect on families, on the health care system, on the country as a whole, have lobbied for years for a national action plan. How should the nation confront a disease projected to afflict more than 13 million Americans by 2050 — a disease gaining on cancer as the illness Americans dread most?",The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': ""National Alzheimer's Project"", 'rank': 5, 'major': 'N'}]",2011-09-26T19:07:50+0000,article,,Health,News,nyt://article/29499d81-3dc9-5755-8450-dfe0bcfc9c63,688,nyt://article/29499d81-3dc9-5755-8450-dfe0bcfc9c63,Coming Soon: A National Strategy on Alzheimer’s,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
An evangelist sets off a furor by suggesting that it’s appropriate to divorce a spouse with dementia.,https://newoldage.blogs.nytimes.com/2011/09/16/was-pat-robertson-right/,An evangelist sets off a furor by suggesting that it’s appropriate to divorce a spouse with dementia.,The question from a viewer of “The 700 Club” had likely crossed the minds of hundreds of thousands of people experiencing the slow and inevitable loss of a spouse to Alzheimer’s disease or another dementia. Could a healthy partner justify a relationship with someone else as a demented spouse declined? ,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Divorce, Separations and Annulments', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 6, 'major': 'N'}]",2011-09-16T18:14:41+0000,article,,Health,News,nyt://article/414e0e56-d585-5034-8d5f-8fc2f197a29d,466,nyt://article/414e0e56-d585-5034-8d5f-8fc2f197a29d,Was Pat Robertson Right?,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"Pat Summitt, the Tennessee women’s basketball coach, said she hoped to manage the disease and planned to coach in the coming season.",https://www.nytimes.com/2011/08/24/sports/ncaabasketball/tennessees-summitt-reveals-dementia-diagnosis.html,"Pat Summitt, the Tennessee women’s basketball coach, said she hoped to manage the disease and planned to coach in the coming season.","Pat Summitt, the longtime women’s basketball coach at Tennessee who has won more games than any other major college coach, said she forgot things at crucial points in games at times last season and struggled to keep track of when meetings were scheduled. She grew so confused that on a few days she simply stayed home from work. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/08/24/us/JPSUMMITT/JPSUMMITT-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Basketball', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Tennessee', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Summitt, Pat', 'rank': 5, 'major': 'N'}]",2011-08-23T18:53:28+0000,article,Sports,Sports,News,nyt://article/b165274e-6518-5c79-bb36-51688087ad87,1040,nyt://article/b165274e-6518-5c79-bb36-51688087ad87,Tennessee’s Summitt Reveals Dementia Diagnosis,,,Coach Reveals Her Dementia; Will Work On,,,,By Lynn Zinser,"[{'firstname': 'Lynn', 'middlename': None, 'lastname': 'Zinser', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,College Basketball,dementia
"In “Turn of Mind,” Alice LaPlante offers a haunting portrait of a woman suffering from dementia.",https://newoldage.blogs.nytimes.com/2011/09/05/the-caregivers-bookshelf-a-doctors-decline/,"In “Turn of Mind,” Alice LaPlante offers a haunting portrait of a woman suffering from dementia.","It can’t be coincidence that as more of us confront the anguish of dementia, artists are becoming intrigued with shifting memory and altered personality, with dementia’s deeply unsettling effect on the self and on others.",The New York Times,[],"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}]",2011-09-05T19:09:40+0000,article,,Health,News,nyt://article/65845c41-9e5a-5694-95f8-a5c1e46a013d,312,nyt://article/65845c41-9e5a-5694-95f8-a5c1e46a013d,The Caregiver’s Bookshelf: A Doctor’s Decline,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"Sleep apnea, a common condition in the elderly and overweight, was linked to memory problems and dementia in older women.",https://well.blogs.nytimes.com/2011/08/10/common-sleep-problem-raises-dementia-risk/,"Sleep apnea, a common condition in the elderly and overweight, was linked to memory problems and dementia in older women.","Sleep-disordered breathing, or sleep apnea, is a common condition characterized by repeated awakenings and pauses in breathing during the night. People with the disorder often snore and gasp during sleep, and it has been associated with hypertension, cardiovascular disease and diabetes. Now a new study suggests it may also be associated with mental decline and dementia.",The New York Times,[],"[{'name': 'subject', 'value': 'APNEA (SLEEP DISORDER)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hypertension', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sleep', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 7, 'major': 'N'}]",2011-08-10T21:04:36+0000,article,,Health,News,nyt://article/60c7e02b-7486-5275-ae12-ecee1cecec7d,533,nyt://article/60c7e02b-7486-5275-ae12-ecee1cecec7d,Common Sleep Problem Raises Dementia Risk,Well,,,,,,By Nicholas Bakalar,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Bakalar', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"A runny nose, fallen arches and a need to wear dentures aren’t risk factors typically associated with brain health. But new research suggests that small health problems can add up, and the combined effect can increase a person’s risk for dementia.",https://well.blogs.nytimes.com/2011/07/13/small-health-woes-increase-dementia-risk/,"A runny nose, fallen arches and a need to wear dentures aren’t risk factors typically associated with brain health. But new research suggests that small health problems can add up, and the combined effect can increase a person’s risk for dementia.","A runny nose, fallen arches and dentures aren’t risk factors typically associated with brain health. But new research suggests that small health problems can add up, and the combined effect can increase a person’s risk for dementia.",The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Teeth and Dentistry', 'rank': 6, 'major': 'N'}]",2011-07-13T20:11:26+0000,article,,Health,News,nyt://article/e9e2dc3e-7427-5f1a-afa8-5d46447917d1,441,nyt://article/e9e2dc3e-7427-5f1a-afa8-5d46447917d1,Small Health Woes Increase Dementia Risk,Well,,,,,,By Tara Parker-Pope,"[{'firstname': 'Tara', 'middlename': None, 'lastname': 'Parker-Pope', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"For those of us hoping to keep our brains fit and healthy well into middle age and beyond, the latest science offers some reassurance.",https://well.blogs.nytimes.com/2011/07/27/how-exercise-can-keep-the-brain-fit/,"For those of us hoping to keep our brains fit and healthy well into middle age and beyond, the latest science offers some reassurance.","For those of us hoping to keep our brains fit and healthy well into middle age and beyond, the latest science offers some reassurance. Activity appears to be critical, though scientists have yet to prove that exercise can ward off serious problems like Alzheimer’s disease. But what about the more mundane, creeping memory loss that begins about the time our 30s recede, when car keys and people’s names evaporate? It’s not Alzheimer’s, but it’s worrying. Can activity ameliorate its slow advance — and maintain vocabulary retrieval skills, so that the word “ameliorate” leaps to mind when needed?",The New York Times,[],"[{'name': 'subject', 'value': 'Age, Chronological', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Weight Lifting', 'rank': 7, 'major': 'N'}]",2011-07-27T04:01:44+0000,article,,Health,News,nyt://article/7dc678e8-3799-5a54-b9af-2494ce2ed4c9,765,nyt://article/7dc678e8-3799-5a54-b9af-2494ce2ed4c9,How Exercise Can Keep the Brain Fit,Well,,,,,,By Gretchen Reynolds,"[{'firstname': 'Gretchen', 'middlename': None, 'lastname': 'Reynolds', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"In March of 2007, Alan Schwarz visited with Sylvia and her husband John Mackey, who was suffering from dementia at the time. The Hall of Fame tight end died this past week.",https://www.nytimes.com/video/multimedia/100000000938627/suffering-from-dementia.html,"In March of 2007, Alan Schwarz visited with Sylvia and her husband John Mackey, who was suffering from dementia at the time. The Hall of Fame tight end died this past week.","In March of 2007, Alan Schwarz visited with Sylvia and her husband John Mackey, who was suffering from dementia at the time. The Hall of Fame tight end died this past week.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-thumbWide.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2011/07/09/multimedia/video-mackey/video-mackey-thumbWide.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-videoThumb.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-videoLarge.jpg', 'height': 507, 'width': 768, 'legacy': {}, 'subType': 'videoLarge', 'crop_name': 'videoLarge'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-articleLarge.jpg', 'height': 338, 'width': 600, 'legacy': {'xlarge': 'images/2011/07/09/multimedia/video-mackey/video-mackey-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 338}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-articleLarge.jpg', 'height': 338, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-videoSmall.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/09/multimedia/video-mackey/video-mackey-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/07/09/multimedia/video-mackey/video-mackey-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Football', 'rank': 1, 'major': 'N'}]",2011-07-09T23:30:59+0000,multimedia,,Multimedia/Photos,Video,nyt://video/51441153-7b05-52dc-8bb7-1fb48d9fa321,0,nyt://video/51441153-7b05-52dc-8bb7-1fb48d9fa321,Suffering From Dementia,,,,,,,Justin Sablich,"[{'firstname': 'Justin', 'middlename': None, 'lastname': 'Sablich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"In South Korea, thousands of people, including children, are being trained to help care for dementia patients.",https://www.nytimes.com/video/science/1248069368369/south-korea-s-war-on-dementia.html,"In South Korea, thousands of people, including children, are being trained to help care for dementia patients.","In South Korea, thousands of people, including children, are being trained to help care for dementia patients.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/25/science/9925_1_korea-alzheimers_190x126.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2010/11/25/science/9925_1_korea-alzheimers_190x126.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/video/2010/11/28/9925_1_korea-alzheimers_75x50.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/video/2010/11/28/9925_1_korea-alzheimers_500x281.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/25/science/9925_1_korea-alzheimers_75x75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/11/25/science/9925_1_korea-alzheimers_75x75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}]",2011-02-17T17:30:52+0000,multimedia,Science,Science,Video,nyt://video/43233b6d-fcec-5e95-80f6-917559e33ff9,0,nyt://video/43233b6d-fcec-5e95-80f6-917559e33ff9,South Korea's War on Dementia,,,,,,,Nancy Donaldson|Soo-Jeong Kang|Todd Heisler|Pamela Belluck,"[{'firstname': 'Nancy', 'middlename': 'Donaldson', 'lastname': 'Soo-Jeong', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"Since July 2009, the Players Assistance Trust, the charitable arm of the players union, had voluntarily paid Bruce Schwager’s medical bills.",https://www.nytimes.com/2011/06/15/sports/football/nfl-lockout-could-cost-former-lineman-care-at-dementia-facility.html,"Since July 2009, the Players Assistance Trust, the charitable arm of the players union, had voluntarily paid Bruce Schwager’s medical bills.","SUGAR LAND, Tex. — The potential casualties of the N.F.L.’s work stoppage include players, owners and, eventually, parking-lot attendants and many others whose work is tied to the sport. The lockout’s first victim, however, could be a former merchant seaman from Brooklyn who once worked on the Apollo lunar module but today lies inert in Room 12 at the Silverado dementia-care facility here.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/06/15/sports/15dementia1_cnd/15dementia1_cnd-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League Players Assn', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lockouts', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Labor', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Schwager, Bruce', 'rank': 7, 'major': 'N'}]",2011-06-14T14:34:10+0000,article,Sports,Sports,News,nyt://article/ac185e3c-f993-53c2-9cfb-26dc4a1e9d68,1348,nyt://article/ac185e3c-f993-53c2-9cfb-26dc4a1e9d68,Lockout Could Cost Former Lineman Care at Dementia Facility,,,Lockout’s First Victim,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,14,Pro Football,dementia
Can reiki soothe elderly patients with dementia?,https://newoldage.blogs.nytimes.com/2011/04/05/for-patients-with-dementia-an-ancient-comfort/,Can reiki soothe elderly patients with dementia?,"You can see the logic. Old people with dementia can become frightened and restless, angry or agitated. Reiki, a Japanese healing practice that supposedly channels a universal energy, is said to be soothing and deeply relaxing. So why not offer reiki to elderly dementia patients?",The New York Times,[],"[{'name': 'subject', 'value': 'Alternative and Complementary Medicine', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}]",2011-04-05T12:00:36+0000,article,,Health,,nyt://article/ff78a0a3-a580-56ad-9ad3-59848a5cba41,702,nyt://article/ff78a0a3-a580-56ad-9ad3-59848a5cba41,"For Patients With Dementia, Hands-On Comfort",The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"Faced with the possibility that their parents have grown too confused to manage their own finances, many adult children turn to physicians. But often they are ill equipped to help cope with an elderly patient’s financial problems.",https://newoldage.blogs.nytimes.com/2011/02/28/when-dementia-drains-the-pocketbook/,"Faced with the possibility that their parents have grown too confused to manage their own finances, many adult children turn to physicians. But often they are ill equipped to help cope with an elderly patient’s financial problems.","Wendy Miller first became alarmed when her mother began complaining during their phone conversations. “I’m spending so much money,” she fretted. “I can’t figure out why I don’t have any money.” This was a departure: Ms. Miller’s mother, always responsible about her finances, never liked talking about them. Ms. Miller wondered what was going on.",The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of the American Medical Assn', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Alabama at Birmingham', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'University of California, San Francisco', 'rank': 6, 'major': 'N'}]",2011-02-28T18:50:42+0000,article,,Health,,nyt://article/847f00ba-7a81-5b5e-b981-871993144c6a,941,nyt://article/847f00ba-7a81-5b5e-b981-871993144c6a,When Dementia Drains the Pocketbook,The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
The government is funding research into techniques that may make caring for those with Alzheimer’s less burdensome.,https://newoldage.blogs.nytimes.com/2011/01/01/caregiving-and-dementia-new-ideas/,The government is funding research into techniques that may make caring for those with Alzheimer’s less burdensome.,The Times reports today on research into new ways to care for people with Alzheimer’s disease and other forms of dementia. ,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}]",2011-01-01T18:37:37+0000,article,,Health,,nyt://article/feedb1fc-d8bb-5c4c-95d1-4255e82d0726,273,nyt://article/feedb1fc-d8bb-5c4c-95d1-4255e82d0726,Caregiving and Dementia: New Ideas,The New Old Age,,,,,,By The New York Times,[],The New York Times,,,,dementia
"In March of 2007, Alan Schwarz visited with Sylvia and her husband John Mackey, who was suffering from Dementia at the time. The Hall of Fame tight end died this past week.",https://fifthdown.blogs.nytimes.com/2011/07/09/video-suffering-from-dementia/,"In March of 2007, Alan Schwarz visited with Sylvia and her husband John Mackey, who was suffering from Dementia at the time. The Hall of Fame tight end died this past week.","In March 2007, Alan Schwarz visited with Sylvia and her husband, John Mackey, who had dementia. The Hall of Fame tight end died this past week.",The New York Times,[],[],2011-07-10T03:41:06+0000,article,,Sports,News,nyt://article/b0d90f92-e937-552e-9851-647d80526dfa,26,nyt://article/b0d90f92-e937-552e-9851-647d80526dfa,Video: Suffering From Dementia,The Fifth Down,,,,,,By The New York Times,[],The New York Times,,,,dementia
