abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,slideshow_credits,query_consulta
"My husband's ""mistress"" has given notice. I'll miss her.",https://www.nytimes.com/2008/09/28/fashion/28love.html,"My husband's ""mistress"" has given notice. I'll miss her.","MY 79-year-old husband, the love of my life, is having an “affair” with a young single woman named Jenn. He and I fell in love more than a half century ago and have lived together for 22 years, but I have no regrets about the liaison. Go for it, I say. Be my guest. ",ST,6,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/26/fashion/28love-500.jpg', 'height': 500, 'width': 500, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/26/fashion/28love-190.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/26/fashion/28love-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/09/26/fashion/28love-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Love (Emotion)', 'rank': 1, 'major': 'N'}]",2008-09-27T04:02:53+0000,article,Styles,Fashion & Style,News,nyt://article/58dc16ba-a8ab-58d5-9361-860ee4fa573a,1671,nyt://article/58dc16ba-a8ab-58d5-9361-860ee4fa573a,Help Wanted: Other Woman,Modern Love,,Help Wanted: Other Woman,,,,By Alix Kates Shulman,"[{'firstname': 'Alix', 'middlename': 'Kates', 'lastname': 'Shulman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"A condemning video is delayed, then leaked to the media, and an animal rights activist makes the most of the spotlight.",https://www.nytimes.com/2008/03/08/business/08nocera.html,"A condemning video is delayed, then leaked to the media, and an animal rights activist makes the most of the spotlight.","“We are playing Russian roulette with the American food supply,” thundered Wayne Pacelle.",C,1,The New York Times,[],"[{'name': 'subject', 'value': 'Animals', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Pacelle, Wayne', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Westland/Hallmark Meat Co', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Meat', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Food Safety and Inspection Service', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AGRICULTURE DEPARTMENT', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Food Contamination and Poisoning', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Mad Cow Disease (Bovine Spongiform Encephalopathy)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Cruelty to Animals', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Recalls and Bans of Products', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Humane Society of the United States', 'rank': 11, 'major': 'N'}]",2008-03-08T05:00:00+0000,article,Business,Business Day,News,nyt://article/f1cb902a-aa0b-5c31-ab90-a57b228f0311,1834,nyt://article/f1cb902a-aa0b-5c31-ab90-a57b228f0311,"A Case of Abuse, Heightened",Talking Business,,"A Case Of Abuse, Heightened",,,,By Joe Nocera,"[{'firstname': 'Joe', 'middlename': None, 'lastname': 'Nocera', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
Charlton Heston was really a character actor trapped in the body of leading man.,https://opinionator.blogs.nytimes.com/2008/04/13/larger-than-life-charlton-heston/,Charlton Heston was really a character actor trapped in the body of leading man.,"One day more than 35 years ago, I pulled into the parking lot of the massive Del Coronado hotel in San Diego when an equally massive figure walked in front of my car, blocking my view because his body filled the entire windshield. It was Charlton Heston, and he strode toward the tennis courts with a purposive authority that brought to mind Moses and Ben Hur, albeit dressed this time in shorts. This was the closest I ever got to Heston in the flesh, although, like hundred of millions of other moviegoers, I saw a great deal of him, sometimes barely clothed (“Planet of the Apes”), on the big screen. ",,,The New York Times,[],[],2008-04-13T21:51:08+0000,article,OpEd,Opinion,News,nyt://article/13159352-1cef-5673-991c-a10052c3327e,1808,nyt://article/13159352-1cef-5673-991c-a10052c3327e,Larger Than Life: Charlton Heston,Opinionator,,,,,,By Stanley Fish,"[{'firstname': 'Stanley', 'middlename': None, 'lastname': 'Fish', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"Marki Flannery of Partners in Care answer questions about the costs of home health aides, the intimate strangers who often make it possible for our parents to remain in their homes.",https://newoldage.blogs.nytimes.com/2008/12/30/home-health-aides-what-they-make-what-they-cost/,"Marki Flannery of Partners in Care answer questions about the costs of home health aides, the intimate strangers who often make it possible for our parents to remain in their homes.","Part two of a three-part series on home health aides, to be published on Tuesdays in The New Old Age.",,,The New York Times,[],[],2008-12-30T11:00:58+0000,article,Science,Health,News,nyt://article/4613d064-b11c-53be-bee4-0b4ed8c2ed59,1698,nyt://article/4613d064-b11c-53be-bee4-0b4ed8c2ed59,"Home Health Aides: What They Make, What They Cost",The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
A politician who thrives in informal settings is trying to meet the more scripted speaking demands of a general election campaign.,https://www.nytimes.com/2008/07/06/us/politics/06mccain.html,A politician who thrives in informal settings is trying to meet the more scripted speaking demands of a general election campaign.,LAS VEGAS Senator John McCain was performing relatively smoothly as he unveiled his energy plan. ,A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/06/us/06mccain-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2008/07/06/us/06mccain-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/06/us/06mccain-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/06/us/06mccain-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/06/us/06mccain-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'McCain, John', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Speeches and Statements', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}]",2008-07-06T04:00:00+0000,article,National,U.S.,News,nyt://article/08b58dcb-9fe9-50c0-885c-1c131a52ad18,1608,nyt://article/08b58dcb-9fe9-50c0-885c-1c131a52ad18,"McCain Battles a Nemesis, the Teleprompter",,,"McCain Battles a Nemesis, the Teleprompter",,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Politics,,Alzheimer
"DALLAS — With a friend videotaping, 27-year-old Christopher Lenzini of Dallas took a hit of Salvia divinorum, regarded as the world's most potent hallucinogenic herb, and soon began to imagine, he said, that he was in a boat with little green men. Lenzini quickly collapsed to the floor and dissolved into convulsive laughter.",https://www.nytimes.com/2008/09/09/health/09iht-09salvia.16006585.html,,"DALLAS — With a friend videotaping, 27-year-old Christopher Lenzini of Dallas took a hit of Salvia divinorum, regarded as the world's most potent hallucinogenic herb, and soon began to imagine, he said, that he was in a boat with little green men. Lenzini quickly collapsed to the floor and dissolved into convulsive laughter.",,,International Herald Tribune,[],[],2008-09-09T05:00:00+0000,article,IHT News,Health,News,nyt://article/77e85578-cb26-5b2d-868c-9885c33eb632,1578,nyt://article/77e85578-cb26-5b2d-868c-9885c33eb632,Hallucinogen's popularity in the U.S. may thwart medical use,,,Hallucinogen's popularity in the U.S. may thwart medical use,,,,By Kevin Sack and Brent Mcdonald,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Brent', 'middlename': None, 'lastname': 'Mcdonald', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,Alzheimer
"CORNVILLE, Arizona — ANY fool can hire an architect to draw up a plan for a house, but it takes a truly inspired fool — which is to say, an artist — to start building and see where the earth and driftwood and shards of broken pottery take him, and an equally impassioned fool — say, a woman in love — to go along and carry the rocks on her back.",https://www.nytimes.com/2008/01/31/style/31iht-31elephante.9635260.html,,"CORNVILLE, Arizona — ANY fool can hire an architect to draw up a plan for a house, but it takes a truly inspired fool — which is to say, an artist — to start building and see where the earth and driftwood and shards of broken pottery take him, and an equally impassioned fool — say, a woman in love — to go along and carry the rocks on her back.",,,International Herald Tribune,[],[],2008-03-01T05:00:00+0000,article,IHT News,Fashion & Style,News,nyt://article/3fd32fdf-6f08-5a18-9d39-bea313fccf0a,1794,nyt://article/3fd32fdf-6f08-5a18-9d39-bea313fccf0a,A handmade home,,,A handmade home,,,,By Joyce Wadler,"[{'firstname': 'Joyce', 'middlename': None, 'lastname': 'Wadler', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"DALLAS — With a friend videotaping, 27-year-old Christopher Lenzini of Dallas took a hit of Salvia divinorum, regarded as the world's most potent hallucinogenic herb, and soon began to imagine, he said, that he was in a boat with little green men. Lenzini quickly collapsed to the floor and dissolved into convulsive laughter.",https://www.nytimes.com/2008/09/09/world/americas/09iht-09salvia.15992035.html,,"DALLAS — With a friend videotaping, 27-year-old Christopher Lenzini of Dallas took a hit of Salvia divinorum, regarded as the world's most potent hallucinogenic herb, and soon began to imagine, he said, that he was in a boat with little green men. Lenzini quickly collapsed to the floor and dissolved into convulsive laughter.",,,International Herald Tribune,[],[],2008-09-09T05:00:00+0000,article,IHT News,World,News,nyt://article/db163938-a0f5-5d1c-9b61-6fc0379c4670,1571,nyt://article/db163938-a0f5-5d1c-9b61-6fc0379c4670,Hallucinogen's popularity may thwart medical use,,,Hallucinogen's popularity may thwart medical use,,,,By Kevin Sack and Brent Mcdonald,"[{'firstname': 'Kevin', 'middlename': None, 'lastname': 'Sack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Brent', 'middlename': None, 'lastname': 'Mcdonald', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,Americas,,Alzheimer
"It was the family jewel, and I was about to give it away.",https://www.nytimes.com/2008/10/26/fashion/26love.html,"It was the family jewel, and I was about to give it away.","MY grandfather Harry (my mother’s father) gave my grandmother a relatively inexpensive engagement ring with her birthstone. It wasn’t until many years later, after my grandfather had built a successful shoe store business, that he bought her a 2.5-carat diamond. When my grandmother was in her early 80s and suffering from Alzheimer’s, she became so frail that the ring would slide off her finger, so my grandfather reluctantly took it from her. ",ST,6,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/24/fashion/26love-500.jpg', 'height': 500, 'width': 500, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/24/fashion/26love-190.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/24/fashion/26love-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/10/24/fashion/26love-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diamonds', 'rank': 2, 'major': 'N'}]",2008-10-24T22:49:43+0000,article,Styles,Fashion & Style,News,nyt://article/3c15837c-a569-5ad8-8556-d9d47a8e948d,1746,nyt://article/3c15837c-a569-5ad8-8556-d9d47a8e948d,I Measured My Commitment in Carats,Modern Love,,I Measured My Commitment in Carats,,,,By Michael Bahler,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Bahler', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
Such factors as the rising social status of Korean women and a surplus of bachelors resulting from a preference for sons are leading many Korean men to seek brides in other Asian countries.,https://www.nytimes.com/2008/03/30/world/asia/30brides.html,Such factors as the rising social status of Korean women and a surplus of bachelors resulting from a preference for sons are leading many Korean men to seek brides in other Asian countries.,"KWANGMYONG, South Korea  The two couples’ baby girls were born last month only two days apart, the younger one on the morning of the Lunar New Year. Each girl, everyone later agreed, had her Korean father’s forehead and her Vietnamese mother’s nose.",A,6,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/30/world/30brides-span-600.jpg', 'height': 313, 'width': 600, 'legacy': {'xlarge': 'images/2008/03/30/world/30brides-span-600.jpg', 'xlargewidth': 600, 'xlargeheight': 313}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/30/world/30brides-span-600.jpg', 'height': 313, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/30/world/30brides-span-395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/30/world/30brides-span-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/03/30/world/30brides-span-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Single Persons', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Far East, South and Southeast Asia and Pacific Areas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Language and Languages', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Vietnam', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Marriages', 'rank': 8, 'major': 'N'}]",2008-03-30T04:00:00+0000,article,Foreign,World,News,nyt://article/66fba359-0a8a-5304-b00c-9b66dfa9de7c,1742,nyt://article/66fba359-0a8a-5304-b00c-9b66dfa9de7c,"Wed to Strangers, Vietnamese Wives Build Korean Lives",,,"Wed to Strangers, Vietnamese Wives Build Korean Lives",,,,By Norimitsu Onishi,"[{'firstname': 'Norimitsu', 'middlename': None, 'lastname': 'Onishi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Asia Pacific,,Alzheimer
"Eliphante, a little-known sculptural home in Arizona, is three acres of fantastical domes, shacks and follies created  by Michael Kahn and his wife, Leda Livant. ",https://www.nytimes.com/2008/01/31/garden/31elephante.html,"Eliphante, a little-known sculptural home in Arizona, is three acres of fantastical domes, shacks and follies created  by Michael Kahn and his wife, Leda Livant. ","CORNVILLE, Ariz.",F,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/31/garden/31eliphante-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2008/01/31/garden/31eliphante-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/31/garden/31eliphante-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/31/garden/31eliphante-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/01/31/garden/31eliphante-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Kahn, Michael', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Buildings (Structures)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Housing', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rock and Stone', 'rank': 5, 'major': 'N'}]",2008-01-31T05:00:00+0000,article,Home,Home & Garden,News,nyt://article/2dc31ce5-3f6c-5d6c-9e4f-988b7c52be10,1880,nyt://article/2dc31ce5-3f6c-5d6c-9e4f-988b7c52be10,A Handmade Home,,,A Handmade Home,,,,By Joyce Wadler,"[{'firstname': 'Joyce', 'middlename': None, 'lastname': 'Wadler', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"In Britain, a controversial proposal to allow the merging of the DNA of two separate species.",https://opinionator.blogs.nytimes.com/2008/05/20/enter-the-cybrids/,"In Britain, a controversial proposal to allow the merging of the DNA of two separate species.","This week, a complex and controversial piece of legislation began to make its way through the British parliament. One of the provisions of the bill permits the creation of “savior siblings” — children created via in vitro fertilization (I.V.F.) to ensure their tissues will match those of a sick older brother or sister, in order that the new child could provide, say, a bone marrow transplant. (Conceiving a child the old-fashioned way doesn’t guarantee a tissue match.) Another is a reduction of the legal time-limit on abortion, which up to now has been 24 weeks. ",,,The New York Times,[],[],2008-05-21T03:41:45+0000,article,OpEd,Opinion,News,nyt://article/a2a29c2a-011f-53e1-8c6e-2830d2989c6e,2300,nyt://article/a2a29c2a-011f-53e1-8c6e-2830d2989c6e,"Enter, the Cybrids",Opinionator,,,,,,By Olivia Judson,"[{'firstname': 'Olivia', 'middlename': None, 'lastname': 'Judson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
There is broad agreement that moving patient records into the computer age is essential to improving care and curbing costs.,https://www.nytimes.com/2008/12/27/business/27record.html,There is broad agreement that moving patient records into the computer age is essential to improving care and curbing costs.,"MARSHFIELD, Wis.  Joseph Calderaro, 67, is one of health care’s quiet success stories. Over the last four years, he has carefully managed his diabetes by lowering his blood sugar, blood pressure and cholesterol with diet, exercise and medication. ",B,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/27/business/27records.600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2008/12/27/business/27records.600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/27/business/27records.600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/27/business/27records.395.jpg', 'height': 240, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/12/27/business/27record_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/12/27/business/27record_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Hospitals', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 4, 'major': 'N'}]",2008-12-27T02:33:42+0000,article,Business,Business Day,Series,nyt://article/ad9529f5-ce86-534a-860c-e539b7a47dc9,2212,nyt://article/ad9529f5-ce86-534a-860c-e539b7a47dc9,Health Care That Puts a Computer on the Team,The Evidence Gap,,Health Care That Puts A Computer On the Team,,,,By Steve Lohr,"[{'firstname': 'Steve', 'middlename': None, 'lastname': 'Lohr', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"Catching up with Jackie from the block, along with Peachie, GeeGee and Starr. Twenty years ago they lit up a patch of Brooklyn sidewalk.",https://www.nytimes.com/2008/10/19/nyregion/thecity/19jump.html,"Catching up with Jackie from the block, along with Peachie, GeeGee and Starr. Twenty years ago they lit up a patch of Brooklyn sidewalk.","TWENTY years ago, six girls lit up a troubled Brooklyn block. Gunfire could be heard in the distance. There was a stream of visitors to the apartments of drug dealers. But these girls had claimed a patch of sidewalk in front of their building, and from April to October, on a strip of Parkside Avenue just east of Prospect Park, these 8- and 11-year-olds were unstoppable. ",CY,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/19/nyregion/19jump.span.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2008/10/19/nyregion/19jump.span.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/19/nyregion/19jump.span.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/19/nyregion/19jump.395.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/10/19/nyregion/19jump.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/10/19/nyregion/19jump.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Women', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Brooklyn (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Jump Rope', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 4, 'major': 'N'}]",2008-10-17T23:25:55+0000,article,CityWeekly,New York,News,nyt://article/c1d6c276-5ab1-59c4-90d1-47f9e986653f,2237,nyt://article/c1d6c276-5ab1-59c4-90d1-47f9e986653f,"The Jump Rope Girls, 20 Years On",,,"The Jump Rope Girls, 20 Years On",,,,By Susan Hartman,"[{'firstname': 'Susan', 'middlename': None, 'lastname': 'Hartman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,The City,,Alzheimer
"Mr. Heston appeared in some 100 films in his 60-year acting career, but he is remembered chiefly for his monumental, jut-jawed portrayals of Moses, Ben-Hur and Michelangelo.",https://www.nytimes.com/2008/04/06/movies/06heston.html,"Mr. Heston appeared in some 100 films in his 60-year acting career, but he is remembered chiefly for his monumental, jut-jawed portrayals of Moses, Ben-Hur and Michelangelo.","Charlton Heston, who appeared in some 100 films in his 60-year acting career but who is remembered chiefly for his monumental, jut-jawed portrayals of Moses, Ben-Hur and Michelangelo, died Saturday night at his home in Beverly Hills, Calif. He was 84. ",A,1,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/06/obituaries/06heston_a1_190.jpg', 'height': 243, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/06/obituaries/06heston_a1_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/06/obituaries/06heston_a1_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Heston, Charlton', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Firearms', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Rifle Assn', 'rank': 6, 'major': 'N'}]",2008-04-06T04:00:00+0000,article,Metro,Movies,Obituary (Obit),nyt://article/362d3c7b-4eea-56eb-aa57-dfb0f0606a84,2459,nyt://article/362d3c7b-4eea-56eb-aa57-dfb0f0606a84,"Charlton Heston, Epic Film Star and Voice of N.R.A., Dies at 84",,,"Charlton Heston, Epic Film Star And Voice of N.R.A., Dies at 83",,,,By Robert Berkvist,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Berkvist', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
