,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
47,Alzheimer,2019,The New York Times,When My Mother Forgot Me,,"It seems too obvious to say that our mothers are our mirrors, but it’s not just that we see ourselves in them; we also see ourselves in how they see us.","On the day my mother forgot I existed, I sat across from her in a small cafe in the Berkshires, watching her sip her cappuccino and delicately tear off a piece of the croissant we were sharing. As she looked up and met my eyes agreeably and impersonally, I worked to get my bearings in this new world. Ten minutes earlier, when we were driving here, she had told me she couldn’t remember how we’d met.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Parenting', 'rank': 2, 'major': 'N'}]"
48,Alzheimer,2019,The New York Times,Nicholas Sparks Apologizes for Anti-Gay Comments in 2013 Emails,,Mr. Sparks apologized for comments he made in emails released as part of a lawsuit that claims he spread a rumor an ex-employee had Alzheimer’s.,"The writer Nicholas Sparks, whose string of best-selling novels-turned-films includes “The Notebook,” apologized Monday for comments he made in 2013 that appeared to express hostility toward homosexuality and to oppose the creation of a club for gay students at a prep school he founded in North Carolina.","[{'name': 'subject', 'value': 'Discrimination', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Homosexuality and Bisexuality', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Sparks, Nicholas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Private and Sectarian Schools', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'New Bern (NC)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation (Civil)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Benjamin, Saul Hillel', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Epiphany School of Global Studies (New Bern, NC)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Education (K-12)', 'rank': 10, 'major': 'N'}]"
51,Alzheimer,2019,The New York Times,"Weekly Health Quiz: Sustainable Eating, Mandatory Vaccinations and a Deadly Fungus",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Drug Resistance (Microbial)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dietary Supplements and Herbal Remedies', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Candida Auris (Fungus)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bones', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamins', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Measles', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Greenhouse Gas Emissions', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Osteoporosis', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 12, 'major': 'N'}]"
53,Alzheimer,2019,The New York Times,Mushrooms May Reduce the Risk of Memory Problems,Nutrition: Memorize This: Eat Mushrooms,Older men and women who ate mushrooms several times a week were at reduced risk of developing mild cognitive impairment.,"Eating mushrooms may reduce the risk for mild cognitive impairment, or M.C.I., a type of memory impairment that is often a precursor of Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mushrooms', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]"
55,Alzheimer,2019,The New York Times,"Weekly Health Quiz: Body Fat, Memory and Allergies",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mushrooms', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}]"
56,Alzheimer,2019,The New York Times,Why Did I Lose My Sense of Smell?,,"Impaired smell is common, particularly in the elderly, but in about one in six people, no cause can be identified.","Q. I have completely lost my sense of smell and can taste only a few things. I have seen doctors and taken tests, but no answers. I know I’m not the only one with this problem. Any ideas?","[{'name': 'subject', 'value': 'Smell (Olfaction)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sinusitis', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ALLERGIES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Parkinson's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nerves and Nervous System', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Air Pollution', 'rank': 7, 'major': 'N'}]"
57,Alzheimer,2019,The New York Times,"Lucy Liu, Tyler Cameron and Jennifer Hudson on the Gala Circuit",,"Benefits were held for Hudson River Park, Harlem School of the Arts and the Alzheimer’s Association.","Benefits were held for Hudson River Park, Harlem School of the Arts and the Alzheimer’s Association.",[]
59,Alzheimer,2019,The New York Times,States Seek Financial Relief for Family Caregivers,,Lawmakers in California and at least seven other states want to provide state income tax credits for families that need help with home caregiving.,"Gloria Brown didn’t get a good night’s sleep. Her husband, Arthur Brown, 79, has Alzheimer’s disease and had spent most of the night pacing their bedroom, opening and closing drawers, and putting on and taking off his jacket.","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'State Legislatures', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 7, 'major': 'N'}]"
60,Alzheimer,2019,The New York Times,"Weekly Health Quiz: Living Alone, Fat Pets and How Exercise Affects the Heart",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Vitamins', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}]"
61,Alzheimer,2019,The New York Times,When the Benefits of Statins Outweigh the Risks,When Benefits of Statins Outweigh Risks,"Knowing the odds of side effects and making sure to get periodic checkups that would pick up an adverse reaction, I chose to focus on the drugs’ potential benefits.","My column last April, “Weighing the Pros and Cons of Statins,” has so far elicited nearly 700 online comments, many of them from people who accused me of selling out to Big Pharma. ","[{'name': 'subject', 'value': 'Cholesterol', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Statins (Cholesterol-Lowering Drugs)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}]"
77,Alzheimer,2019,The New York Times,What Ads Are Political? Twitter Struggles With a Definition,New Policy on Political Ads Fails to Quiet Critics,Twitter has said it will ban all political ads. But what is or isn’t a political message is often in the eye of the beholder.,"SAN FRANCISCO — The Alzheimer’s Association, a health care advocacy group, recently spent $84,000 on ad campaigns on Twitter. One campaign had a singular purpose: to persuade people to ask Congress for larger investments in medical research for the disease. ","[{'name': 'organizations', 'value': 'Twitter', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Political Advertising', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Online Advertising', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Corporate Social Responsibility', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Dorsey, Jack', 'rank': 9, 'major': 'N'}]"
85,Alzheimer,2019,The New York Times,Will Science Ever Give Us a Better Night’s Sleep?,,Unraveling the mysteries of sleep might depend on studying the genes of people who don’t get much.,"We humans spend a third of our lives asleep, oblivious to our surroundings and temporarily paralyzed. It’s a vulnerability that would seem to diminish our odds of survival, so evolutionarily speaking it must also somehow confer tremendous benefits. Yet our best guesses about what those benefits are tend to come from observing what happens when sleep is curtailed. As far as we know, all animals sleep in some way; deprive most of them of it for long enough, and they will die, but exactly why is unclear. In 2015, the American Academy of Sleep Medicine and the Sleep Research Society published a joint statement, based on a comprehensive review of research, saying that “sleeping less than seven hours per night on a regular basis” — which is the case for an estimated 35 to 40 percent of Americans during the workweek — is associated with adverse health outcomes. These include weight gain and obesity, diabetes, hypertension, heart disease and stroke, depression, impaired immune function, increased pain, greater likelihood of accidents and “increased risk of death.” The National Institutes of Health reported last year that sleep deficits may increase the beta-amyloid proteins in the brain linked with Alzheimer’s disease. But when it comes to “what sleep is, how much you need and what it’s for,” says Louis Ptacek, a professor of neurology at the University of California, San Francisco, “we know almost nothing — other than it’s bad not to get enough of it.” Indeed, says David Dinges, one of the statement’s authors and a professor of psychiatry at the University of Pennsylvania, “All of this makes it really tough to send out simple messages to the public about when you should sleep and how much you should sleep.”","[{'name': 'subject', 'value': 'Sleep', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Ptacek, Louis', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Fu, Ying-Hui', 'rank': 6, 'major': 'N'}]"
1,Alzheimer,2020,The New York Times,Nursing Home Patients Are Dying of Loneliness,The Fatal Loneliness of Nursing Homes,"As the vaccine rolls out in nursing homes, more visits should be allowed.","When she had the routine of home, Angie Sinopoli was the talkative matriarch of a large Italian family who heaped praise on her children and grandchildren, even as her memory faded. Her youngest son, Steven, came by her house and cooked her dinner nearly every night. But after a couple of falls and bouts in rehabilitation centers, she ended up in a Syracuse nursing home on March 10. Two days later, it stopped all visits to protect residents from the coronavirus. Mrs. Sinopoli hasn’t seen family in more than nine months. Her vocabulary has dwindled to about 20 words.","[{'name': 'subject', 'value': 'Quarantine (Life and Culture)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Loneliness', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 7, 'major': 'N'}]"
2,Alzheimer,2020,The New York Times,2020 Was Especially Deadly. Covid Wasn’t the Only Culprit.,,"There were 100,000 more deaths in the U.S. than normal attributed to diabetes, Alzheimer's, high blood pressure, pneumonia and other causes beyond Covid, a New York Times analysis shows.","There were 100,000 more deaths in the U.S. than normal attributed to diabetes, Alzheimer's, high blood pressure, pneumonia and other causes beyond Covid, a New York Times analysis shows.","[{'name': 'subject', 'value': 'Two Thousand Twenty', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Diabetes', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 7, 'major': 'N'}]"
3,Alzheimer,2020,The New York Times,F.D.A. Panel Declines to Endorse Controversial Alzheimer’s Drug,Stunning No-Confidence Vote for Alzheimer’s Drug,"The drug, aducanumab, made by Biogen, would be the first new Alzheimer’s treatment in nearly two decades. But the advisory panel said there was not enough evidence of its effectiveness in slowing cognitive decline.","A federal panel of medical experts on Friday sharply rejected arguments in support of a closely watched new Alzheimer’s drug, saying the evidence wasn’t persuasive enough for the drug to be approved as the first new Alzheimer’s therapy in nearly two decades.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Biogen Inc', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 6, 'major': 'N'}]"
4,Alzheimer,2020,The New York Times,Singing My Dad Back to Me,,"For a moment, songs let us share the same space in our minds, though it’s only as temporary as the memory occupying his.","As Alzheimer’s disease lowers its veil over my father, one of the few ways to penetrate through his fog is music. Luckily, he prepared for that decades ago by encouraging my love of singing. As a child, I was classically trained as an opera singer. My career took me in the direction of words rather than music, so these days I sing just for friends and family, which has turned out to be surprisingly useful in connecting with my father.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Parenting', 'rank': 6, 'major': 'N'}]"
5,Alzheimer,2020,The New York Times,"Weekly Health Quiz: Marijuana, Lullabies and Coronavirus",,Test your knowledge of this week’s health quiz.,Test your knowledge of this week’s health quiz.,"[{'name': 'subject', 'value': 'Smoking and Tobacco', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sexually Transmitted Diseases', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Marijuana', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}]"
8,Alzheimer,2020,The New York Times,"The Pandemic’s Real Toll? 300,000 Deaths, and It’s Not Just From the Coronavirus","Pandemic’s Toll Closer to 300,000, Researchers Say, Not All From Covid","A C.D.C. analysis finds that overall death rates have risen, particularly among young adults and people of color.","The coronavirus pandemic caused nearly 300,000 deaths in the United States through early October, federal researchers said on Tuesday.","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Native Americans', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Statistics', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Minorities', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Diabetes', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Millennial Generation', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Centers for Disease Control and Prevention', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'JAMA (Journal of American Medical Assn)', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 15, 'major': 'N'}]"
11,Alzheimer,2020,The New York Times,Judge Agrees to Retire After Alzheimer’s Diagnosis,Judge Agrees to Step Down After Alzheimer’s Diagnosis,"Judge ShawnDya L. Simpson, 54, agreed to step down after the Commission on Judicial Conduct determined her behavior in court was “erratic and at times intemperate.”",It is hard to pinpoint exactly when people who appeared in front of Judge ShawnDya L. Simpson noticed something wrong.,"[{'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Commission on Judicial Conduct (NYS)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Simpson, ShawnDya L', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Tembeckjian, Robert H', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Courts and the Judiciary', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Brooklyn (NYC)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Bronx (NYC)', 'rank': 10, 'major': 'N'}]"
12,Alzheimer,2020,The New York Times,"Will They See Me as a Son, a Daughter or a Stranger?","Will They See Me as a Son, a Daughter or a Stranger?","Thirteen years ago, my parents tried to wish away my gender transition. Now, Alzheimer’s threatens to erase their memory of me altogether.","Unlike my mother’s usual emails (with the entire message crammed into the subject line), this one had no text, only an attached photo. I clicked on the file and reeled at the picture of her, emaciated, with a deep gash above her bruised eye.","[{'name': 'subject', 'value': 'Love (Emotion)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Transgender and Transsexuals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]"
13,Alzheimer,2020,The New York Times,"Weekly Health Quiz: Gaiters, E-Bikes and Antibodies",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Bicycles and Bicycling', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Antibodies', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}]"
15,Alzheimer,2020,The New York Times,Obesity May Be Bad for Your Brain,Brain: Obesity May Be Bad for Brains,"As body mass index increases, less blood flows to the brain, which may help explain why obesity is tied to an increased risk of Alzheimer’s.","Obesity is associated with reduced blood flow to the brain, a new study has found, and this may help explain why obesity is associated with an increased risk for Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 4, 'major': 'N'}]"
20,Alzheimer,2020,The New York Times,Living in Poverty May Increase Alzheimer’s Risk,,People living in the poorest neighborhoods had the highest risk for brain changes typical of Alzheimer’s disease.,"Living in a poor neighborhood may increase the risk for the brain changes characteristic of Alzheimer’s disease, researchers report.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}]"
21,Alzheimer,2020,The New York Times,"Losing My Mom to Alzheimer’s, Then Finding Her Again","Lost to Alzheimer’s, Then Found Again",I wish someone had told me about the beauty that waited at the end of this journey.,"I lost my mother at about this time last year, after her 10-year struggle with Alzheimer’s disease. During this past year, kind friends have checked in at holidays and birthdays, understandably assuming these first landmark occasions without my mom would be difficult. The truth is something that I was at first ashamed to admit, let alone articulate: Grieving her now, when the loss is complete, feels nothing like I had expected. It feels easy.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Grief (Emotion)', 'rank': 2, 'major': 'N'}]"
29,Alzheimer,2020,The New York Times,Pride Through Repetition,,Coming out repeatedly to my grandmother with Alzheimer’s allowed me to fully embrace my queer identity.,I have come out to my grandmother over 25 times.,"[{'name': 'subject', 'value': 'Grandparents', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dating and Relationships', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Homosexuality and Bisexuality', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 5, 'major': 'N'}]"
35,Alzheimer,2020,The New York Times,"My Father Didn’t Have Covid-19, but He Almost Died Because of It",,Dad was fading and the hospital seemed like the most dangerous option. What was I supposed to do?,"HAIFA, Israel — The E.R. doctor gave me an accusing look: “Clearly the deterioration did not begin today. Why did you bring him in only now? Without medical care, he would not have lasted the night.”","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Haifa (Israel)', 'rank': 7, 'major': 'N'}]"
37,Alzheimer,2020,The New York Times,"When a Drug Study Abruptly Ends, Volunteers Are Left to Cope",A Drug Study’s Abrupt End Sets Volunteers Adrift,"A participant might commit months or years to a drug trial, only to see it vanish overnight.","On March 21, 2019, the staff at the Penn Memory Center in Philadelphia was scrambling to learn more about an early-morning announcement: Two pharmaceutical companies, Biogen and Eisai, would discontinue their clinical trial of a drug intended to slow the progression of early Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'JAMA Neurology (Journal)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Biogen Idec Inc', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Eisai Co Ltd', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Philadelphia (Pa)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 10, 'major': 'N'}]"
38,Alzheimer,2020,The New York Times,"Weekly Health Quiz: Exercise, Weight Gain and an Animal Tied to Coronavirus",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Exercise', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamins', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Pregnancy and Childbirth', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Aspirin', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Pangolins', 'rank': 8, 'major': 'N'}]"
39,Alzheimer,2020,The New York Times,"Weekly Health Quiz: Hair Loss, the Keto Diet and Coronavirus",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Obesity', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Meat', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Youth', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 9, 'major': 'N'}]"
40,Alzheimer,2020,The New York Times,"Weekly Health Quiz: Optimism, Muscles and Coronavirus",,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'SARS (Severe Acute Respiratory Syndrome)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Prostate Gland', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Heart', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Hygiene and Cleanliness', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Muscles', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Optimism', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 13, 'major': 'N'}]"
